GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:2000478,positive regulation of metanephric glomerular visceral epithelial cell development,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q60994),ADIPOQ,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0061649,ubiquitin modification-dependent histone binding,Q1RMH9(Evidence code:ISS/Database source:UniProtKB:Q99543),DNAJC2,MF,1,1 of 1,0.81,100,0.007632,0.03863
GO:2000534,positive regulation of renal albumin absorption,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 1,0.81,100,0.007632,0.03863
GO:0030870,Mre11 complex,Q3SZL4(Evidence code:IEA/Database source:InterPro:IPR016592),NBN,CC,1,1 of 1,0.81,100,0.007632,0.03863
GO:0003951,NAD+ kinase activity,F1MCG9(Evidence code:IEA/Database source:InterPro:IPR017438),DGKK,MF,1,1 of 1,0.81,100,0.007632,0.03863
GO:0006260,DNA replication,Q1RMH9(Evidence code:IEA/Database source:UniProtKB:P54103|ens)Q58DC8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0235), DNAJC2 ORC1,BP,2,2 of 34,1.63,5.88,0.008503,0.04275
GO:0006955,immune response,Q2KIE5(Evidence code:IEA/Database source:InterPro:IPR001089|I)A5D7R1(Evidence code:IBA/Database source:PANTHER:PTN000753849)O77482(Evidence code:IEA/Database source:InterPro:IPR000975)F1MNS5(Evidence code:IEA/Database source:InterPro:IPR001212|I), CXCL2 TNFRSF11B IL1RN ENPP1,BP,4,4 of 214,3.25,1.87,0.01055,0.04316
GO:0016887,ATPase activity,F1MIP7(Evidence code:IEA/Database source:InterPro:IPR003439|I)G5E626(Evidence code:IEA/Database source:InterPro:IPR003439|I)F6RF21(Evidence code:IEA/Database source:UniProtKB:Q6P5D8|ens), ABCC2 ABCC6 SMCHD1,MF,3,3 of 110,2.44,2.73,0.009736,0.04316
GO:0008152,metabolic process,F1MNS5(Evidence code:IEA/Database source:InterPro:IPR017849|I)F1MCG9(Evidence code:IEA/Database source:InterPro:IPR017438), ENPP1 DGKK,BP,2,2 of 2613,1.63,0.08,0.009108,0.04316
GO:0005758,mitochondrial intermembrane space,Q0VD31(Evidence code:ISS/Database source:UniProtKB:Q9UKA2)Q3SZT9(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), FBXL4 CYCT,CC,2,2 of 35,1.63,5.71,0.008966,0.04316
GO:0006302,double-strand break repair,F6RF21(Evidence code:IEA/Database source:InterPro:IPR038892)Q3SZL4(Evidence code:ISS/Database source:UniProtKB:O60934), SMCHD1 NBN,BP,2,2 of 39,1.63,5.13,0.01093,0.04316
GO:0005085,guanyl-nucleotide exchange factor activity,E1BD35(Evidence code:IBA/Database source:PANTHER:PTN000965417)F1MIX6(Evidence code:IEA/Database source:InterPro:IPR026791|I), RIC8B DOCK1,MF,2,2 of 36,1.63,5.56,0.00944,0.04316
GO:0001701,in utero embryonic development,Q3SZL4(Evidence code:ISS/Database source:UniProtKB:Q9R207)Q56JY8(Evidence code:IEA/Database source:UniProtKB:Q64152|ens), NBN BTF3,BP,2,2 of 36,1.63,5.56,0.00944,0.04316
GO:0042393,histone binding,P51122(Evidence code:IBA/Database source:PANTHER:PTN000146830)Q1RMH9(Evidence code:ISS/Database source:UniProtKB:Q99543), ANP32A DNAJC2,MF,2,2 of 39,1.63,5.13,0.01093,0.04316
GO:0030198,extracellular matrix organization,A5D7R1(Evidence code:IEA/Database source:UniProtKB:O08712|ens)Q2TBM9(Evidence code:IEA/Database source:UniProtKB:Q3U213|ens), TNFRSF11B SERAC1,BP,2,2 of 39,1.63,5.13,0.01093,0.04316
GO:0010212,response to ionizing radiation,F1N1D2(Evidence code:IBA/Database source:PANTHER:PTN001415033)F1MSA4(Evidence code:IEA/Database source:UniProtKB:Q6PFE3|ens), DMC1 RAD54B,BP,2,2 of 35,1.63,5.71,0.008966,0.04316
GO:0042626,"ATPase activity, coupled to transmembrane movement of substances",F1MIP7(Evidence code:IEA/Database source:InterPro:IPR011527|I)G5E626(Evidence code:IEA/Database source:InterPro:IPR011527|I), ABCC2 ABCC6,MF,2,2 of 35,1.63,5.71,0.008966,0.04316
GO:0005797,Golgi medial cisterna,Q2TBU3(Evidence code:IBA/Database source:PANTHER:PTN000473329),GOSR1,CC,1,1 of 2,0.81,50,0.01143,0.04316
GO:0070493,thrombin-activated receptor signaling pathway,F1MRZ8(Evidence code:IEA/Database source:UniProtKB:P08567|ens),PLEK,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0010875,positive regulation of cholesterol efflux,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0001835,blastocyst hatching,A6QNQ6(Evidence code:IEA/Database source:UniProtKB:Q80YR6|ens),RBBP8,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0030506,ankyrin binding,E1BF59(Evidence code:IEA/Database source:UniProtKB:Q15149|ens),PLEC,MF,1,1 of 2,0.81,50,0.01143,0.04316
GO:0001205,"transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific DNA binding",E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens),SIX3,MF,1,1 of 2,0.81,50,0.01143,0.04316
GO:0008340,determination of adult lifespan,F1MSA4(Evidence code:IEA/Database source:UniProtKB:Q6PFE3|ens),RAD54B,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0004528,phosphodiesterase I activity,F1MNS5(Evidence code:IEA/Database source:UniProtKB:P22413|ens),ENPP1,MF,1,1 of 2,0.81,50,0.01143,0.04316
GO:0030643,cellular phosphate ion homeostasis,F1MNS5(Evidence code:IEA/Database source:UniProtKB:P22413|ens),ENPP1,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0071639,positive regulation of monocyte chemotactic protein-1 production,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:1902187,negative regulation of viral release from host cell,G3X823(Evidence code:IEA/Database source:UniProtKB:Q12899|ens),TRIM26,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0010745,negative regulation of macrophage derived foam cell differentiation,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0007095,mitotic G2 DNA damage checkpoint,Q3SZL4(Evidence code:ISS/Database source:UniProtKB:O60934),NBN,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:2000660,negative regulation of interleukin-1-mediated signaling pathway,O77482(Evidence code:IEA/Database source:InterPro:IPR039348),IL1RN,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0030730,sequestering of triglyceride,F1MNS5(Evidence code:IEA/Database source:UniProtKB:P22413|ens),ENPP1,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0043353,enucleate erythrocyte differentiation,P02192(Evidence code:IEA/Database source:UniProtKB:P04247|ens),MB,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:1902741,positive regulation of interferon-alpha secretion,E1BJZ0(Evidence code:IEA/Database source:UniProtKB:Q9BYX4|ens),IFIH1,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0007130,synaptonemal complex assembly,E1BLN1(Evidence code:IEA/Database source:InterPro:IPR008827),SYCP1,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:2000481,positive regulation of cAMP-dependent protein kinase activity,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0070306,lens fiber cell differentiation,E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens),SIX3,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0045943,positive regulation of transcription by RNA polymerase I,A5D791(Evidence code:IEA/Database source:UniProtKB:Q9NZJ5|ens),EIF2AK3,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0006098,pentose-phosphate shunt,Q3T186(Evidence code:IEA/Database source:UniPathway:UPA00115),RPIA,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0001222,transcription corepressor binding,E1BMT1(Evidence code:IEA/Database source:UniProtKB:O95343|ens),SIX3,MF,1,1 of 2,0.81,50,0.01143,0.04316
GO:0035473,lipase binding,A4FUZ9(Evidence code:IEA/Database source:UniProtKB:Q6Q788|ens),APOA5,MF,1,1 of 2,0.81,50,0.01143,0.04316
GO:0004865,protein serine/threonine phosphatase inhibitor activity,F1N1Q9(Evidence code:IEA/Database source:UniProtKB:Q9Z2E4|ens),PPP1R17,MF,1,1 of 2,0.81,50,0.01143,0.04316
GO:0071218,cellular response to misfolded protein,Q58DR2(Evidence code:ISS/Database source:UniProtKB:Q9NXW2),DNAJB12,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0070528,protein kinase C signaling,F1MRZ8(Evidence code:IEA/Database source:UniProtKB:Q9JHK5|ens),PLEK,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0033034,positive regulation of myeloid cell apoptotic process,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0071547,piP-body,F1MUI1(Evidence code:IEA/Database source:UniProtKB:Q80VL1|ens),TDRKH,CC,1,1 of 2,0.81,50,0.01143,0.04316
GO:0070417,cellular response to cold,A5D791(Evidence code:IEA/Database source:UniProtKB:Q9NZJ5|ens),EIF2AK3,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0010792,DNA double-strand break processing involved in repair via single-strand annealing,A6QNQ6(Evidence code:IEA/Database source:InterPro:IPR033594),RBBP8,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0021846,cell proliferation in forebrain,E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens),SIX3,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0004517,nitric-oxide synthase activity,P29473(Evidence code:IEA/Database source:InterPro:IPR004030|I),NOS3,MF,1,1 of 2,0.81,50,0.01143,0.04316
GO:0048007,"antigen processing and presentation, exogenous lipid antigen via MHC class Ib",Q1L1H6(Evidence code:IBA/Database source:PANTHER:PTN000422284),CD1B3,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0043325,"phosphatidylinositol-3,4-bisphosphate binding",F1MRZ8(Evidence code:IEA/Database source:UniProtKB:P08567|ens),PLEK,MF,1,1 of 2,0.81,50,0.01143,0.04316
GO:0035372,protein localization to microtubule,Q3ZC66(Evidence code:ISS/Database source:UniProtKB:Q792Q4),CRIPT,BP,1,1 of 2,0.81,50,0.01143,0.04316
GO:0033018,sarcoplasmic reticulum lumen,Q05JF3(Evidence code:IEA/Database source:UniProtKB:O09165|ens),casq1,CC,1,1 of 2,0.81,50,0.01143,0.04316
GO:0008033,tRNA processing,Q5E9U4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0819)Q29RY4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0819), TYW3 ELAC1,BP,2,2 of 43,1.63,4.65,0.01306,0.04907
GO:0072659,protein localization to plasma membrane,E1BMC6(Evidence code:IEA/Database source:UniProtKB:Q14BN4|ens)Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848), SLMAP ADIPOQ,BP,2,2 of 44,1.63,4.55,0.01362,0.04948
GO:0006983,ER overload response,A5D791(Evidence code:ISS/Database source:UniProtKB:Q9NZJ5),EIF2AK3,BP,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0007263,nitric oxide mediated signal transduction,P29473(Evidence code:IBA/Database source:PANTHER:PTN001066032),NOS3,BP,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0042405,nuclear inclusion body,Q3SZL4(Evidence code:ISS/Database source:UniProtKB:O60934),NBN,CC,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:1902692,regulation of neuroblast proliferation,E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens),SIX3,BP,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0001733,galactosylceramide sulfotransferase activity,Q0VCH4(Evidence code:IEA/Database source:InterPro:IPR009729),GAL3ST3,MF,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,Q05JF3(Evidence code:IEA/Database source:UniProtKB:O09165|ens),casq1,BP,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0035267,NuA4 histone acetyltransferase complex,E1BDZ8(Evidence code:IEA/Database source:InterPro:IPR024943),EPC2,CC,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0010804,negative regulation of tumor necrosis factor-mediated signaling pathway,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0042148,strand invasion,F1N1D2(Evidence code:IBA/Database source:PANTHER:PTN001415033),DMC1,BP,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0051373,FATZ binding,Q8SQ24(Evidence code:IBA/Database source:PANTHER:PTN000409135),MYOZ1,MF,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0050694,galactose 3-O-sulfotransferase activity,Q0VCH4(Evidence code:IEA/Database source:UniProtKB:Q96A11|ens),GAL3ST3,MF,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0001673,male germ cell nucleus,E1BLN1(Evidence code:IEA/Database source:UniProtKB:Q62209|ens),SYCP1,CC,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0021983,pituitary gland development,E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens),SIX3,BP,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0046597,negative regulation of viral entry into host cell,G3X823(Evidence code:IEA/Database source:UniProtKB:Q12899|ens),TRIM26,BP,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0047429,nucleoside-triphosphate diphosphatase activity,F1MNS5(Evidence code:IEA/Database source:UniProtKB:P22413|ens),ENPP1,MF,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0006527,arginine catabolic process,P29473(Evidence code:IDA/Database source:),NOS3,BP,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0000795,synaptonemal complex,E1BLN1(Evidence code:IEA/Database source:InterPro:IPR008827),SYCP1,CC,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0030300,regulation of intestinal cholesterol absorption,A4FUZ9(Evidence code:IBA/Database source:PANTHER:PTN000439034),APOA5,BP,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0031433,telethonin binding,Q8SQ24(Evidence code:IBA/Database source:PANTHER:PTN000409135),MYOZ1,MF,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0000730,DNA recombinase assembly,F1N1D2(Evidence code:IBA/Database source:PANTHER:PTN001415033),DMC1,BP,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0042989,sequestering of actin monomers,P62326(Evidence code:IDA/Database source:),TMSB4,BP,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0071546,pi-body,F1MUI1(Evidence code:IEA/Database source:UniProtKB:Q80VL1|ens),TDRKH,CC,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0046325,negative regulation of glucose import,F1MNS5(Evidence code:IEA/Database source:UniProtKB:P22413|ens),ENPP1,BP,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0006809,nitric oxide biosynthetic process,P29473(Evidence code:IEA/Database source:InterPro:IPR004030|I),NOS3,BP,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0070208,protein heterotrimerization,Q3Y5Z3(Evidence code:IEA/Database source:UniProtKB:Q60994|ens),ADIPOQ,BP,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0000150,recombinase activity,F1N1D2(Evidence code:IBA/Database source:PANTHER:PTN001415033),DMC1,MF,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0080182,histone H3-K4 trimethylation,E1BD99(Evidence code:IEA/Database source:UniProtKB:Q6N021|ens),TET2,BP,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:1900121,negative regulation of receptor binding,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0030014,CCR4-NOT complex,A4IFB6(Evidence code:ISS/Database source:UniProtKB:Q9H9A5),CNOT10,CC,1,1 of 3,0.81,33.33,0.0152,0.04948
GO:0045087,innate immune response,Q8SPF8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0399)E1BJZ0(Evidence code:IEA/Database source:UniProtKB:Q8R5F7|ens)G3X823(Evidence code:IEA/Database source:UniProtKB:Q12899|ens), BPIFB1 IFIH1 TRIM26,BP,3,3 of 131,2.44,2.29,0.01535,0.04974
GO:0007165,signal transduction,F1MUU8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0807)F1MS60(Evidence code:IEA/Database source:InterPro:IPR000198|I)F1MCG9(Evidence code:IEA/Database source:InterPro:IPR037607)A2VDS6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0807)F1MXF5(Evidence code:IEA/Database source:InterPro:IPR028745)A5D7R1(Evidence code:IEA/Database source:InterPro:IPR000488)F1ME33(Evidence code:IEA/Database source:UniProtKB-KW:KW-0807)E1B7L5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0807), OR8D4 ARHGAP33 DGKK VIPR1 AKAP9 TNFRSF11B LOC788438 OR6C75,BP,8,8 of 809,6.5,0.99,0.01585,0.05111
GO:0003723,RNA binding,Q3T0I4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0694)Q3MHV8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0694)Q56JZ1(Evidence code:IBA/Database source:PANTHER:PTN000197497)F1MXK2(Evidence code:IEA/Database source:InterPro:IPR032747)F1MUI1(Evidence code:IEA/Database source:InterPro:IPR004088|I)Q2KIJ3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0694), ALYREF RBM15B RPL13 NUFIP2 TDRKH NOL8,MF,6,6 of 520,4.88,1.15,0.01764,0.05179
GO:0030425,dendrite,Q3ZC66(Evidence code:ISS/Database source:UniProtKB:Q792Q4)G5E5W4(Evidence code:IEA/Database source:UniProtKB:Q99P47|ens), CRIPT CNTNAP4,CC,2,2 of 50,1.63,4,0.01718,0.05179
GO:0008201,heparin binding,A4FUZ9(Evidence code:IEA/Database source:UniProtKB:Q6Q788|ens)Q9XSK7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0358), APOA5 HDGF,MF,2,2 of 52,1.63,3.85,0.01845,0.05179
GO:0070513,death domain binding,Q5EAE6(Evidence code:IBA/Database source:PANTHER:PTN000323543),DAP,MF,1,1 of 4,0.81,25,0.01897,0.05179
GO:0060213,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,F1MY06(Evidence code:IEA/Database source:UniProtKB:Q9UPQ9|ens),TNRC6B,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0031529,ruffle organization,F1MRZ8(Evidence code:IEA/Database source:UniProtKB:P08567|ens),PLEK,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0010739,positive regulation of protein kinase A signaling,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0032727,positive regulation of interferon-alpha production,E1BJZ0(Evidence code:IEA/Database source:UniProtKB:Q9BYX4|ens),IFIH1,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0034383,low-density lipoprotein particle clearance,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0050765,negative regulation of phagocytosis,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0005031,tumor necrosis factor-activated receptor activity,A5D7R1(Evidence code:IBA/Database source:PANTHER:PTN000753849),TNFRSF11B,MF,1,1 of 4,0.81,25,0.01897,0.05179
GO:0007020,microtubule nucleation,F1MXF5(Evidence code:IEA/Database source:UniProtKB:Q99996|ens),AKAP9,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0008156,negative regulation of DNA replication,E1BKG4(Evidence code:IEA/Database source:UniProtKB:Q29RF7|ens),PDS5A,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:1901018,positive regulation of potassium ion transmembrane transporter activity,F1MXF5(Evidence code:IEA/Database source:UniProtKB:Q99996|ens),AKAP9,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0010642,negative regulation of platelet-derived growth factor receptor signaling pathway,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0005080,protein kinase C binding,F1MRZ8(Evidence code:IEA/Database source:UniProtKB:P08567|ens),PLEK,MF,1,1 of 4,0.81,25,0.01897,0.05179
GO:0001103,RNA polymerase II repressing transcription factor binding,A6QNQ6(Evidence code:IEA/Database source:UniProtKB:Q99708|ens),RBBP8,MF,1,1 of 4,0.81,25,0.01897,0.05179
GO:0051601,exocyst localization,E1B9K5(Evidence code:IBA/Database source:PANTHER:PTN000480155),EXOC3L4,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0001660,fever generation,O77482(Evidence code:IBA/Database source:PANTHER:PTN000008646),IL1RN,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0051006,positive regulation of lipoprotein lipase activity,A4FUZ9(Evidence code:IEA/Database source:UniProtKB:Q6Q788|ens),APOA5,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0060307,regulation of ventricular cardiac muscle cell membrane repolarization,F1MXF5(Evidence code:IEA/Database source:UniProtKB:Q99996|ens),AKAP9,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0060228,phosphatidylcholine-sterol O-acyltransferase activator activity,A4FUZ9(Evidence code:IBA/Database source:PANTHER:PTN000439006),APOA5,MF,1,1 of 4,0.81,25,0.01897,0.05179
GO:2001256,regulation of store-operated calcium entry,Q05JF3(Evidence code:IEA/Database source:UniProtKB:P31415|ens),casq1,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0010575,positive regulation of vascular endothelial growth factor production,A5D791(Evidence code:IEA/Database source:UniProtKB:Q9NZJ5|ens),EIF2AK3,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:2000778,positive regulation of interleukin-6 secretion,E1BJZ0(Evidence code:IEA/Database source:UniProtKB:Q9BYX4|ens),IFIH1,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0032225,"regulation of synaptic transmission, dopaminergic",G5E5W4(Evidence code:IEA/Database source:UniProtKB:Q99P47|ens),CNTNAP4,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic",A3KN06(Evidence code:IEA/Database source:InterPro:IPR038838),C7H19ORF43,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0010873,positive regulation of cholesterol esterification,A4FUZ9(Evidence code:IBA/Database source:PANTHER:PTN000439006),APOA5,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0034372,very-low-density lipoprotein particle remodeling,A4FUZ9(Evidence code:IBA/Database source:PANTHER:PTN000439006),APOA5,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0003958,NADPH-hemoprotein reductase activity,P29473(Evidence code:IBA/Database source:PANTHER:PTN000453822),NOS3,MF,1,1 of 4,0.81,25,0.01897,0.05179
GO:0071437,invadopodium,A6QQV9(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),AFAP1L1,CC,1,1 of 4,0.81,25,0.01897,0.05179
GO:0002070,epithelial cell maturation,E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens),SIX3,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0034380,high-density lipoprotein particle assembly,A4FUZ9(Evidence code:IBA/Database source:PANTHER:PTN000439006),APOA5,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0045721,negative regulation of gluconeogenesis,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q60994),ADIPOQ,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0031284,positive regulation of guanylate cyclase activity,P29473(Evidence code:IMP/Database source:),NOS3,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:1900153,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",F1MY06(Evidence code:IEA/Database source:UniProtKB:Q9UPQ9|ens),TNRC6B,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0042246,tissue regeneration,A4FUZ9(Evidence code:IEA/Database source:UniProtKB:Q6Q788|ens),APOA5,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0071499,cellular response to laminar fluid shear stress,P29473(Evidence code:IMP/Database source:),NOS3,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0030521,androgen receptor signaling pathway,A4IFN7(Evidence code:IEA/Database source:UniProtKB:O08759|ens),UBE3A,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:1902742,apoptotic process involved in development,E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens),SIX3,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0007205,protein kinase C-activating G-protein coupled receptor signaling pathway,F1MCG9(Evidence code:IEA/Database source:InterPro:IPR000756),DGKK,BP,1,1 of 4,0.81,25,0.01897,0.05179
GO:0008017,microtubule binding,Q3ZC66(Evidence code:ISS/Database source:UniProtKB:Q792Q4)Q3MHK0(Evidence code:IEA/Database source:InterPro:IPR001752), CRIPT KIF3A,MF,2,2 of 55,1.63,3.64,0.02042,0.05554
GO:0006914,autophagy,Q5EAE6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0072)A5PJS6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0072), DAP USP10,BP,2,2 of 57,1.63,3.51,0.02178,0.05576
GO:0010591,regulation of lamellipodium assembly,Q08DY1(Evidence code:IEA/Database source:UniProtKB:Q9JI08|ens),BIN3,BP,1,1 of 5,0.81,20,0.02272,0.05576
GO:0043198,dendritic shaft,Q3ZC66(Evidence code:ISS/Database source:UniProtKB:Q792Q4),CRIPT,CC,1,1 of 5,0.81,20,0.02272,0.05576
GO:0043691,reverse cholesterol transport,A4FUZ9(Evidence code:IBA/Database source:PANTHER:PTN000439006),APOA5,BP,1,1 of 5,0.81,20,0.02272,0.05576
GO:0034237,protein kinase A regulatory subunit binding,F1MXF5(Evidence code:IEA/Database source:UniProtKB:Q99996|ens),AKAP9,MF,1,1 of 5,0.81,20,0.02272,0.05576
GO:0060229,lipase activator activity,A4FUZ9(Evidence code:IEA/Database source:UniProtKB:Q6Q788|ens),APOA5,MF,1,1 of 5,0.81,20,0.02272,0.05576
GO:0030836,positive regulation of actin filament depolymerization,F1MRZ8(Evidence code:IEA/Database source:UniProtKB:P08567|ens),PLEK,BP,1,1 of 5,0.81,20,0.02272,0.05576
GO:0003351,epithelial cilium movement,E1BA36(Evidence code:IEA/Database source:UniProtKB:Q5S003|ens),SPAG17,BP,1,1 of 5,0.81,20,0.02272,0.05576
GO:0046339,diacylglycerol metabolic process,F1MCG9(Evidence code:IEA/Database source:UniProtKB:Q5KSL6|ens),DGKK,BP,1,1 of 5,0.81,20,0.02272,0.05576
GO:0000145,exocyst,E1B9K5(Evidence code:IEA/Database source:InterPro:IPR010326),EXOC3L4,CC,1,1 of 5,0.81,20,0.02272,0.05576
