GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0070973,protein localization to endoplasmic reticulum exit site,Q5E9F1(Evidence code:IEA/Database source:UniProtKB:Q61335|ens),BCAP31,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0001851,complement component C3b binding,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0039019,pronephric nephron development,Q5EA68(Evidence code:ISS/Database source:UniProtKB:P61620),SEC61A1,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:2000323,negative regulation of glucocorticoid receptor signaling pathway,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:1990046,stress-induced mitochondrial fusion,Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q99JB2),STOML2,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0006552,leucine catabolic process,Q3SZI8(Evidence code:IEA/Database source:UniPathway:UPA00363),IVD,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0005721,pericentric heterochromatin,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,CC,1,1 of 1,1.12,100,0.005548,0.02127
GO:0032623,interleukin-2 production,Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q99JB2),STOML2,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0005740,mitochondrial envelope,P00428(Evidence code:IEA/Database source:InterPro:IPR002124|I),COX5B,CC,1,1 of 1,1.12,100,0.005548,0.02127
GO:0004108,citrate (Si)-synthase activity,Q29RK1(Evidence code:IEA/Database source:InterPro:IPR010109),CS,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0030283,testosterone dehydrogenase [NAD(P)] activity,O02691(Evidence code:IEA/Database source:EC:1.1.1.51),HSD17B10,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0047015,3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity,O02691(Evidence code:IEA/Database source:EC:1.1.1.178),HSD17B10,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:1903721,positive regulation of I-kappaB phosphorylation,Q1LZB0(Evidence code:ISS/Database source:UniProtKB:Q96HY6),DDRGK1,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0004352,glutamate dehydrogenase (NAD+) activity,P00366(Evidence code:ISS/Database source:UniProtKB:P00367),GLUD1,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0003985,acetyl-CoA C-acetyltransferase activity,Q29RZ0(Evidence code:IEA/Database source:EC:2.3.1.9),ACAT1,MF,1,1 of 1,1.12,100,0.005548,0.02127
GO:0005639,integral component of nuclear inner membrane,A6QQR5(Evidence code:IEA/Database source:UniProtKB:Q9DBS1|ens),TMEM43,CC,1,1 of 1,1.12,100,0.005548,0.02127
GO:1903071,positive regulation of ER-associated ubiquitin-dependent protein catabolic process,Q5E9F1(Evidence code:IEA/Database source:UniProtKB:P51572|ens),BCAP31,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0060339,negative regulation of type I interferon-mediated signaling pathway,Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q9Y3Z3),SAMHD1,BP,1,1 of 1,1.12,100,0.005548,0.02127
GO:0051028,mRNA transport,P09867(Evidence code:IEA/Database source:UniProtKB-KW:KW-0509)Q3T147(Evidence code:IEA/Database source:UniProtKB-KW:KW-0509), HNRNPA1 DDX39B,BP,2,2 of 40,2.25,5,0.006229,0.02372
GO:0050821,protein stabilization,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens)Q0VD32(Evidence code:ISS/Database source:UniProtKB:Q32M00), PHB CREBL2,BP,2,2 of 47,2.25,4.26,0.008397,0.02457
GO:0000398,"mRNA splicing, via spliceosome",A2VDN6(Evidence code:ISS/Database source:UniProtKB:Q15459)Q3T147(Evidence code:ISS/Database source:UniProtKB:Q13838), SF3A1 DDX39B,BP,2,2 of 43,2.25,4.65,0.007122,0.02457
GO:0007204,positive regulation of cytosolic calcium ion concentration,Q5E9F1(Evidence code:IEA/Database source:UniProtKB:P51572|ens)Q673L2(Evidence code:IBA/Database source:PANTHER:PTN001200752), BCAP31 C5AR1,BP,2,2 of 44,2.25,4.55,0.007432,0.02457
GO:0060326,cell chemotaxis,Q2KIE5(Evidence code:IEA/Database source:GO:0008009)Q673L2(Evidence code:IBA/Database source:PANTHER:PTN001200752), CXCL2 C5AR1,BP,2,2 of 41,2.25,4.88,0.006521,0.02457
GO:0005694,chromosome,Q2HJ65(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q0VCA5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0158), H2AFY SAMHD1,CC,2,2 of 47,2.25,4.26,0.008397,0.02457
GO:0070374,positive regulation of ERK1 and ERK2 cascade,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens)Q673L2(Evidence code:IEA/Database source:UniProtKB:P21730|ens), PHB C5AR1,BP,2,2 of 42,2.25,4.76,0.006819,0.02457
GO:0004096,catalase activity,P00432(Evidence code:IEA/Database source:InterPro:IPR011614|I),CAT,MF,1,1 of 2,1.12,50,0.00831,0.02457
GO:0043008,ATP-dependent protein binding,Q3T147(Evidence code:IEA/Database source:UniProtKB:Q13838|ens),DDX39B,MF,1,1 of 2,1.12,50,0.00831,0.02457
GO:0006550,isoleucine catabolic process,Q29RZ0(Evidence code:IEA/Database source:UniProtKB:P24752|ens),ACAT1,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:2000510,positive regulation of dendritic cell chemotaxis,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0042101,T cell receptor complex,Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q9UJZ1),STOML2,CC,1,1 of 2,1.12,50,0.00831,0.02457
GO:0045917,positive regulation of complement activation,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0010917,negative regulation of mitochondrial membrane potential,Q5E9M1(Evidence code:IEA/Database source:UniProtKB:O75915|ens),ARL6IP5,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0035242,protein-arginine omega-N asymmetric methyltransferase activity,Q5E9L5(Evidence code:ISS/Database source:UniProtKB:Q96LA8),PRMT6,MF,1,1 of 2,1.12,50,0.00831,0.02457
GO:0008177,succinate dehydrogenase (ubiquinone) activity,P31039(Evidence code:IEA/Database source:EC:1.3.5.1),SDHA,MF,1,1 of 2,1.12,50,0.00831,0.02457
GO:0035241,protein-arginine omega-N monomethyltransferase activity,Q5E9L5(Evidence code:ISS/Database source:UniProtKB:Q96LA8),PRMT6,MF,1,1 of 2,1.12,50,0.00831,0.02457
GO:0004775,succinate-CoA ligase (ADP-forming) activity,Q58DR8(Evidence code:IEA/Database source:EC:6.2.1.5),SUCLG1,MF,1,1 of 2,1.12,50,0.00831,0.02457
GO:0048019,receptor antagonist activity,Q148K7(Evidence code:IEA/Database source:InterPro:IPR038003),LRPAP1,MF,1,1 of 2,1.12,50,0.00831,0.02457
GO:0034184,positive regulation of maintenance of mitotic sister chromatid cohesion,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0032695,negative regulation of interleukin-12 production,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0006533,aspartate catabolic process,P12344(Evidence code:IEA/Database source:UniProtKB:P00505|ens),GOT2,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0000182,rDNA binding,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,MF,1,1 of 2,1.12,50,0.00831,0.02457
GO:0006620,posttranslational protein targeting to endoplasmic reticulum membrane,Q5EA68(Evidence code:IEA/Database source:UniProtKB:P61619|ens),SEC61A1,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0051561,positive regulation of mitochondrial calcium ion concentration,Q5E9F1(Evidence code:IEA/Database source:UniProtKB:P51572|ens),BCAP31,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0048007,"antigen processing and presentation, exogenous lipid antigen via MHC class Ib",Q1L1H6(Evidence code:IBA/Database source:PANTHER:PTN000422284),CD1B3,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0034214,protein hexamerization,Q0VCA3(Evidence code:ISS/Database source:UniProtKB:Q9Z2I0),LETM1,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0001849,complement component C1q binding,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,MF,1,1 of 2,1.12,50,0.00831,0.02457
GO:0097177,mitochondrial ribosome binding,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:O35658),C1QBP,MF,1,1 of 2,1.12,50,0.00831,0.02457
GO:0004776,succinate-CoA ligase (GDP-forming) activity,Q58DR8(Evidence code:IEA/Database source:EC:6.2.1.4),SUCLG1,MF,1,1 of 2,1.12,50,0.00831,0.02457
GO:0032494,response to peptidoglycan,Q673L2(Evidence code:IEA/Database source:UniProtKB:P30993|ens),C5AR1,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0000035,acyl binding,P52505(Evidence code:IBA/Database source:PANTHER:PTN000466551),NDUFAB1,MF,1,1 of 2,1.12,50,0.00831,0.02457
GO:0047179,platelet-activating factor acetyltransferase activity,P68401(Evidence code:IBA/Database source:PANTHER:PTN000220758),PAFAH1B2,MF,1,1 of 2,1.12,50,0.00831,0.02457
GO:0032471,negative regulation of endoplasmic reticulum calcium ion concentration,Q5E9F1(Evidence code:IEA/Database source:UniProtKB:P51572|ens),BCAP31,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0043985,histone H4-R3 methylation,Q5E9L5(Evidence code:IEA/Database source:GO:0044020),PRMT6,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0019551,glutamate catabolic process to 2-oxoglutarate,P12344(Evidence code:IEA/Database source:UniProtKB:P05202|ens),GOT2,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0019550,glutamate catabolic process to aspartate,P12344(Evidence code:IEA/Database source:UniProtKB:P05202|ens),GOT2,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0016639,"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor",P00366(Evidence code:IEA/Database source:InterPro:IPR033922),GLUD1,MF,1,1 of 2,1.12,50,0.00831,0.02457
GO:0031177,phosphopantetheine binding,P52505(Evidence code:IBA/Database source:PANTHER:PTN000466551),NDUFAB1,MF,1,1 of 2,1.12,50,0.00831,0.02457
GO:0016176,superoxide-generating NADPH oxidase activator activity,O77775(Evidence code:IEA/Database source:InterPro:IPR034889),NCF2,MF,1,1 of 2,1.12,50,0.00831,0.02457
GO:0000389,mRNA 3-splice site recognition,A2VDN6(Evidence code:IBA/Database source:PANTHER:PTN000393333),SF3A1,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0010944,negative regulation of transcription by competitive promoter binding,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0042288,MHC class I protein binding,Q5E9F1(Evidence code:IEA/Database source:UniProtKB:Q61335|ens),BCAP31,MF,1,1 of 2,1.12,50,0.00831,0.02457
GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,Q2NL04(Evidence code:IEA/Database source:InterPro:IPR008056),TAPBP,BP,1,1 of 2,1.12,50,0.00831,0.02457
GO:0030285,integral component of synaptic vesicle membrane,A8PVV5(Evidence code:IBA/Database source:PANTHER:PTN000033897),SYPL1,CC,1,1 of 2,1.12,50,0.00831,0.02457
GO:0000139,Golgi membrane,Q3T133(Evidence code:IEA/Database source:GO:0048205)Q5E9F1(Evidence code:IEA/Database source:UniProtKB:Q61335|ens)A7YY49(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), TMED9 BCAP31 SURF4,CC,3,3 of 147,3.37,2.04,0.008932,0.026
GO:0005741,mitochondrial outer membrane,Q64L89(Evidence code:IEA/Database source:UniProtKB-KW:KW-1000)P45879(Evidence code:IEA/Database source:InterPro:IPR001925|I), MGST1 VDAC1,CC,2,2 of 50,2.25,4,0.009416,0.02727
GO:0006915,apoptotic process,P62894(Evidence code:IEA/Database source:UniProtKB-KW:KW-0053)Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0053)P45879(Evidence code:ISS/Database source:UniProtKB:P21796), CYCS C1QBP VDAC1,BP,3,3 of 151,3.37,1.99,0.00959,0.02763
GO:0008201,heparin binding,Q148K7(Evidence code:IEA/Database source:InterPro:IPR010483)A6H7H3(Evidence code:IEA/Database source:UniProtKB:O70503|ens), LRPAP1 LOC789567,MF,2,2 of 52,2.25,3.85,0.01012,0.02796
GO:0030621,U4 snRNA binding,Q3T147(Evidence code:IEA/Database source:UniProtKB:Q13838|ens),DDX39B,MF,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0000104,succinate dehydrogenase activity,P31039(Evidence code:ISS/Database source:UniProtKB:P31040),SDHA,MF,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:1903936,cellular response to sodium arsenite,P09867(Evidence code:ISS/Database source:UniProtKB:P09651),HNRNPA1,BP,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0044020,histone methyltransferase activity (H4-R3 specific),Q5E9L5(Evidence code:ISS/Database source:UniProtKB:Q96LA8),PRMT6,MF,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0060766,negative regulation of androgen receptor signaling pathway,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,BP,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0000346,transcription export complex,Q3T147(Evidence code:IEA/Database source:UniProtKB:Q13838|ens),DDX39B,CC,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0004300,enoyl-CoA hydratase activity,Q58DM8(Evidence code:IEA/Database source:EC:4.2.1.17),ECHS1,MF,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0046912,"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer",Q29RK1(Evidence code:IEA/Database source:InterPro:IPR002020|I),CS,MF,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0039534,negative regulation of MDA-5 signaling pathway,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,BP,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0097038,perinuclear endoplasmic reticulum,Q5E9F1(Evidence code:IEA/Database source:UniProtKB:P51572|ens),BCAP31,CC,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0033299,secretion of lysosomal enzymes,P11456(Evidence code:IEA/Database source:UniProtKB:P24668|ens),M6PR,BP,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0003857,3-hydroxyacyl-CoA dehydrogenase activity,O02691(Evidence code:IEA/Database source:EC:1.1.1.35),HSD17B10,MF,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0005787,signal peptidase complex,Q2KI36(Evidence code:IEA/Database source:InterPro:IPR037710),SEC11C,CC,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0045815,"positive regulation of gene expression, epigenetic",Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,BP,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:1902750,negative regulation of cell cycle G2/M phase transition,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,BP,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0016446,somatic hypermutation of immunoglobulin genes,Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q60710),SAMHD1,BP,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0005853,eukaryotic translation elongation factor 1 complex,Q5E983(Evidence code:IEA/Database source:InterPro:IPR001326),EEF1B,CC,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0015288,porin activity,P45879(Evidence code:IEA/Database source:UniProtKB-KW:KW-0626),VDAC1,MF,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0015937,coenzyme A biosynthetic process,Q29RZ0(Evidence code:IEA/Database source:UniProtKB:P24752|ens),ACAT1,BP,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0004069,L-aspartate:2-oxoglutarate aminotransferase activity,P12344(Evidence code:IEA/Database source:EC:2.6.1.1),GOT2,MF,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0006538,glutamate catabolic process,P00366(Evidence code:ISS/Database source:UniProtKB:P00367),GLUD1,BP,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0006532,aspartate biosynthetic process,P12344(Evidence code:IEA/Database source:UniProtKB:P05202|ens),GOT2,BP,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0042789,mRNA transcription by RNA polymerase II,Q673L2(Evidence code:IEA/Database source:UniProtKB:P21730|ens),C5AR1,BP,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0008469,histone-arginine N-methyltransferase activity,Q5E9L5(Evidence code:ISS/Database source:UniProtKB:Q6NZB1),PRMT6,MF,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0045730,respiratory burst,O77775(Evidence code:IEA/Database source:InterPro:IPR034889),NCF2,BP,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0006627,protein processing involved in protein targeting to mitochondrion,P23004(Evidence code:IBA/Database source:PANTHER:PTN000747147),UQCRC2,BP,1,1 of 3,1.12,33.33,0.01106,0.02796
GO:0005576,extracellular region,Q148K7(Evidence code:IEA/Database source:GO:1900116)Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0964)Q2KIE5(Evidence code:IEA/Database source:InterPro:IPR001089|I)P46169(Evidence code:IEA/Database source:InterPro:IPR001855|I), LRPAP1 C1QBP CXCL2 DEFB11,CC,4,4 of 300,4.49,1.33,0.01119,0.02816
GO:0005525,GTP binding,F1MDS3(Evidence code:IEA/Database source:InterPro:IPR008209)P00366(Evidence code:IEA/Database source:UniProtKB-KW:KW-0342)Q0VCA5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0342), PCK2 GLUD1 SAMHD1,MF,3,3 of 165,3.37,1.82,0.01211,0.03033
GO:0001968,fibronectin binding,A6H7H3(Evidence code:IEA/Database source:UniProtKB:O70503|ens),LOC789567,MF,1,1 of 4,1.12,25,0.01381,0.0316
GO:0009264,deoxyribonucleotide catabolic process,Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q9Y3Z3),SAMHD1,BP,1,1 of 4,1.12,25,0.01381,0.0316
GO:0016274,protein-arginine N-methyltransferase activity,Q5E9L5(Evidence code:IEA/Database source:UniProtKB:Q6NZB1|ens),PRMT6,MF,1,1 of 4,1.12,25,0.01381,0.0316
GO:0003847,1-alkyl-2-acetylglycerophosphocholine esterase activity,P68401(Evidence code:IEA/Database source:EC:3.1.1.47),PAFAH1B2,MF,1,1 of 4,1.12,25,0.01381,0.0316
GO:0006121,"mitochondrial electron transport, succinate to ubiquinone",P31039(Evidence code:IBA/Database source:PANTHER:PTN000180258),SDHA,BP,1,1 of 4,1.12,25,0.01381,0.0316
GO:0010575,positive regulation of vascular endothelial growth factor production,Q673L2(Evidence code:IEA/Database source:UniProtKB:P30993|ens),C5AR1,BP,1,1 of 4,1.12,25,0.01381,0.0316
GO:1901612,cardiolipin binding,Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q9UJZ1),STOML2,MF,1,1 of 4,1.12,25,0.01381,0.0316
GO:0042612,MHC class I protein complex,A7YWH4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0490),BoLA,CC,1,1 of 4,1.12,25,0.01381,0.0316
GO:0043020,NADPH oxidase complex,O77775(Evidence code:IEA/Database source:InterPro:IPR034889),NCF2,CC,1,1 of 4,1.12,25,0.01381,0.0316
GO:0035246,peptidyl-arginine N-methylation,Q5E9L5(Evidence code:ISS/Database source:UniProtKB:Q6NZB1),PRMT6,BP,1,1 of 4,1.12,25,0.01381,0.0316
GO:0008097,5S rRNA binding,Q58DW5(Evidence code:IEA/Database source:InterPro:IPR005485),RPL5,MF,1,1 of 4,1.12,25,0.01381,0.0316
GO:0071354,cellular response to interleukin-6,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,BP,1,1 of 4,1.12,25,0.01381,0.0316
GO:0006068,ethanol catabolic process,P20000(Evidence code:IEA/Database source:UniPathway:UPA00780),ALDH2,BP,1,1 of 4,1.12,25,0.01381,0.0316
GO:0045471,response to ethanol,P12344(Evidence code:IEA/Database source:UniProtKB:P00505|ens),GOT2,BP,1,1 of 4,1.12,25,0.01381,0.0316
GO:0016885,"ligase activity, forming carbon-carbon bonds",Q29RZ0(Evidence code:IEA/Database source:UniProtKB:P24752|ens),ACAT1,MF,1,1 of 4,1.12,25,0.01381,0.0316
GO:0010759,positive regulation of macrophage chemotaxis,Q673L2(Evidence code:IEA/Database source:UniProtKB:P30993|ens),C5AR1,BP,1,1 of 4,1.12,25,0.01381,0.0316
GO:0005749,"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)",P31039(Evidence code:ISS/Database source:UniProtKB:Q0QF01),SDHA,CC,1,1 of 4,1.12,25,0.01381,0.0316
GO:0009650,UV protection,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens),CAT,BP,1,1 of 4,1.12,25,0.01381,0.0316
GO:0017070,U6 snRNA binding,Q3T147(Evidence code:IEA/Database source:UniProtKB:Q13838|ens),DDX39B,MF,1,1 of 4,1.12,25,0.01381,0.0316
GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",Q58DT1(Evidence code:IBA/Database source:PANTHER:PTN000897517),RPL7,BP,1,1 of 4,1.12,25,0.01381,0.0316
GO:0042256,mature ribosome assembly,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,BP,1,1 of 4,1.12,25,0.01381,0.0316
GO:0000166,nucleotide binding,P00366(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q2TBV3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)P45879(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q0VCA5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q3T147(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q58DR8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547), GLUD1 ETFB VDAC1 SAMHD1 DDX39B SUCLG1,MF,6,6 of 677,6.74,0.89,0.014,0.03191
GO:0006935,chemotaxis,Q673L2(Evidence code:IEA/Database source:InterPro:IPR002234)Q2KIE5(Evidence code:IEA/Database source:InterPro:IPR033899), C5AR1 CXCL2,BP,2,2 of 66,2.25,3.03,0.0157,0.03486
GO:0098869,cellular oxidant detoxification,P00432(Evidence code:IEA/Database source:GO:0004096),CAT,BP,1,1 of 5,1.12,20,0.01655,0.03486
GO:0008308,voltage-gated anion channel activity,P45879(Evidence code:IEA/Database source:InterPro:IPR001925|I),VDAC1,MF,1,1 of 5,1.12,20,0.01655,0.03486
GO:0030449,regulation of complement activation,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,BP,1,1 of 5,1.12,20,0.01655,0.03486
GO:0006614,SRP-dependent cotranslational protein targeting to membrane,Q5EA68(Evidence code:IEA/Database source:UniProtKB:P61619|ens),SEC61A1,BP,1,1 of 5,1.12,20,0.01655,0.03486
GO:0005688,U6 snRNP,Q3T147(Evidence code:IEA/Database source:UniProtKB:Q13838|ens),DDX39B,CC,1,1 of 5,1.12,20,0.01655,0.03486
GO:1990592,protein K69-linked ufmylation,Q1LZB0(Evidence code:ISS/Database source:UniProtKB:Q96HY6),DDRGK1,BP,1,1 of 5,1.12,20,0.01655,0.03486
GO:0045261,"proton-transporting ATP synthase complex, catalytic core F(1)",P05631(Evidence code:IEA/Database source:InterPro:IPR000131|I),ATP5C1,CC,1,1 of 5,1.12,20,0.01655,0.03486
GO:0015936,coenzyme A metabolic process,Q29RZ0(Evidence code:IEA/Database source:UniProtKB:P24752|ens),ACAT1,BP,1,1 of 5,1.12,20,0.01655,0.03486
GO:0015813,L-glutamate transmembrane transport,Q5E9M1(Evidence code:ISS/Database source:UniProtKB:Q8R5J9),ARL6IP5,BP,1,1 of 5,1.12,20,0.01655,0.03486
GO:0006085,acetyl-CoA biosynthetic process,Q29RZ0(Evidence code:IEA/Database source:UniProtKB:P24752|ens),ACAT1,BP,1,1 of 5,1.12,20,0.01655,0.03486
GO:0090398,cellular senescence,Q5E9L5(Evidence code:IEA/Database source:UniProtKB:Q6NZB1|ens),PRMT6,BP,1,1 of 5,1.12,20,0.01655,0.03486
GO:0006465,signal peptide processing,Q2KI36(Evidence code:IEA/Database source:InterPro:IPR001733|I),SEC11C,BP,1,1 of 5,1.12,20,0.01655,0.03486
GO:0042744,hydrogen peroxide catabolic process,P00432(Evidence code:IEA/Database source:UniProtKB-KW:KW-0376),CAT,BP,1,1 of 5,1.12,20,0.01655,0.03486
GO:1990841,promoter-specific chromatin binding,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:Q9QZQ8|ens),H2AFY,MF,1,1 of 5,1.12,20,0.01655,0.03486
GO:0035198,miRNA binding,P09867(Evidence code:ISS/Database source:UniProtKB:P09651),HNRNPA1,MF,1,1 of 5,1.12,20,0.01655,0.03486
GO:0006107,oxaloacetate metabolic process,P12344(Evidence code:IEA/Database source:UniProtKB:P05202|ens),GOT2,BP,1,1 of 5,1.12,20,0.01655,0.03486
GO:0000413,protein peptidyl-prolyl isomerization,Q2YDL5(Evidence code:IEA/Database source:GO:0003755),FKBP11,BP,1,1 of 5,1.12,20,0.01655,0.03486
GO:0035098,ESC/E(Z) complex,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,CC,1,1 of 5,1.12,20,0.01655,0.03486
GO:0005746,mitochondrial respiratory chain,P13184(Evidence code:IEA/Database source:InterPro:IPR003177),COX7A2,CC,1,1 of 5,1.12,20,0.01655,0.03486
GO:0006974,cellular response to DNA damage stimulus,Q5E9L5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0227)Q3T147(Evidence code:IBA/Database source:PANTHER:PTN000620148)Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q9Y3Z3), PRMT6 DDX39B SAMHD1,BP,3,3 of 188,3.37,1.6,0.017,0.03566
GO:0034976,response to endoplasmic reticulum stress,Q1LZB0(Evidence code:ISS/Database source:UniProtKB:Q80WW9)Q3T0L2(Evidence code:IEA/Database source:UniProtKB:Q9BS26|ens), DDRGK1 ERP44,BP,2,2 of 70,2.25,2.86,0.01748,0.03655
GO:0045121,membrane raft,Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q9UJZ1)P45879(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), STOML2 VDAC1,CC,2,2 of 71,2.25,2.82,0.01794,0.03737
GO:0007283,spermatogenesis,P68401(Evidence code:IEA/Database source:UniProtKB:Q61206|ens)Q5E9F1(Evidence code:IEA/Database source:UniProtKB:Q61335|ens), PAFAH1B2 BCAP31,BP,2,2 of 72,2.25,2.78,0.01841,0.03819
GO:0006531,aspartate metabolic process,P12344(Evidence code:ISS/Database source:UniProtKB:P00508),GOT2,BP,1,1 of 6,1.12,16.67,0.01928,0.0387
GO:0020027,hemoglobin metabolic process,P00432(Evidence code:IEA/Database source:UniProtKB:P24270|ens),CAT,BP,1,1 of 6,1.12,16.67,0.01928,0.0387
