GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0031362,anchored component of external side of plasma membrane,P02702(Evidence code:ISS/Database source:UniProtKB:P15328)Q95122(Evidence code:ISS/Database source:UniProtKB:P08571), FOLR1 CD14,CC,2,2 of 4,1.98,50,0.0001487,0.00106
GO:0071726,cellular response to diacyl bacterial lipopeptide,P26201(Evidence code:ISS/Database source:UniProtKB:P16671)Q95122(Evidence code:ISS/Database source:UniProtKB:P08571), CD36 CD14,BP,2,2 of 4,1.98,50,0.0001487,0.00106
GO:0070508,cholesterol import,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)P26201(Evidence code:ISS/Database source:UniProtKB:Q08857), APOA1 CD36,BP,2,2 of 4,1.98,50,0.0001487,0.00106
GO:0045766,positive regulation of angiogenesis,P30931(Evidence code:ISS/Database source:UniProtKB:P13726)Q2KIF2(Evidence code:IEA/Database source:UniProtKB:Q91XL1|ens)P30922(Evidence code:IEA/Database source:InterPro:IPR028538), F3 LRG1 CHI3L1,BP,3,3 of 31,2.97,9.68,0.0001781,0.001243
GO:0050830,defense response to Gram-positive bacterium,P22226(Evidence code:IMP/Database source:)Q8SPP7(Evidence code:IEA/Database source:UniProtKB:O75594|ens)P00711(Evidence code:IBA/Database source:PANTHER:PTN001685984), CATHL1 PGLYRP1 LALBA,BP,3,3 of 31,2.97,9.68,0.0001781,0.001243
GO:0010898,positive regulation of triglyceride catabolic process,Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439034)P15497(Evidence code:IBA/Database source:PANTHER:PTN000439034), APOA4 APOA1,BP,2,2 of 5,1.98,40,0.0002078,0.001406
GO:0034366,spherical high-density lipoprotein particle,P17697(Evidence code:ISS/Database source:UniProtKB:P10909)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), CLU APOA1,CC,2,2 of 5,1.98,40,0.0002078,0.001406
GO:0044793,negative regulation by host of viral process,O02853(Evidence code:IDA/Database source:)P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens), PTGDS LTF,BP,2,2 of 5,1.98,40,0.0002078,0.001406
GO:0002020,protease binding,P28800(Evidence code:IEA/Database source:UniProtKB:P08697|ens)Q7SIH1(Evidence code:IEA/Database source:UniProtKB:P01023|ens)P30931(Evidence code:IEA/Database source:UniProtKB:P13726|ens), SERPINF2 A2M F3,MF,3,3 of 33,2.97,9.09,0.0002115,0.001416
GO:0055114,oxidation-reduction process,P80457(Evidence code:IEA/Database source:InterPro:IPR002346|I)P80025(Evidence code:IEA/Database source:InterPro:IPR010255)Q32P72(Evidence code:IEA/Database source:GO:0004322)Q9XSG3(Evidence code:IEA/Database source:InterPro:IPR004790|I)A6QQA8(Evidence code:IEA/Database source:InterPro:IPR017905|I), XDH LPO CP IDH1 QSOX1,BP,5,5 of 162,4.95,3.09,0.0002225,0.001475
GO:0031225,anchored component of membrane,P02702(Evidence code:IEA/Database source:UniProtKB-KW:KW-0336)Q95122(Evidence code:IEA/Database source:UniProtKB-KW:KW-0336)P11151(Evidence code:IEA/Database source:UniProtKB-KW:KW-0336), FOLR1 CD14 LPL,CC,3,3 of 34,2.97,8.82,0.0002296,0.001507
GO:0009617,response to bacterium,Q2KIF2(Evidence code:IEA/Database source:UniProtKB:Q91XL1|ens)P11151(Evidence code:IEA/Database source:UniProtKB:P11152|ens)Q95122(Evidence code:ISS/Database source:UniProtKB:P10810)Q8SPP7(Evidence code:IEA/Database source:UniProtKB:O88593|ens), LRG1 LPL CD14 PGLYRP1,BP,4,4 of 92,3.96,4.35,0.0002717,0.001762
GO:0060416,response to growth hormone,P02663(Evidence code:IDA/Database source:)P02662(Evidence code:IDA/Database source:), CSN1S2 CSN1S1,BP,2,2 of 6,1.98,33.33,0.0002764,0.001762
GO:0032967,positive regulation of collagen biosynthetic process,P28800(Evidence code:IEA/Database source:UniProtKB:P08697|ens)P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens), SERPINF2 F2,BP,2,2 of 6,1.98,33.33,0.0002764,0.001762
GO:0016209,antioxidant activity,P02662(Evidence code:IEA/Database source:UniProtKB-KW:KW-0049)Q2TBU0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0049)P02666(Evidence code:IEA/Database source:UniProtKB-KW:KW-0049), CSN1S1 HP CSN2,MF,3,3 of 37,2.97,8.11,0.0002898,0.00183
GO:0051180,vitamin transport,Q3MHN5(Evidence code:IEA/Database source:InterPro:IPR000213)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), GC APOA1,BP,2,2 of 7,1.98,28.57,0.0003547,0.002177
GO:0045723,positive regulation of fatty acid biosynthetic process,P15497(Evidence code:IBA/Database source:PANTHER:PTN000439034)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439034), APOA1 APOA4,BP,2,2 of 7,1.98,28.57,0.0003547,0.002177
GO:0031526,brush border membrane,P26201(Evidence code:ISS/Database source:UniProtKB:Q07969)P08037(Evidence code:ISS/Database source:UniProtKB:P15291), CD36 B4GALT1,CC,2,2 of 7,1.98,28.57,0.0003547,0.002177
GO:0070374,positive regulation of ERK1 and ERK2 cascade,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857)P30922(Evidence code:ISS/Database source:UniProtKB:P36222)P28800(Evidence code:IEA/Database source:UniProtKB:P08697|ens), CD36 CHI3L1 SERPINF2,BP,3,3 of 42,2.97,7.14,0.0004112,0.002501
GO:0046470,phosphatidylcholine metabolic process,P15497(Evidence code:IBA/Database source:PANTHER:PTN000439034)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439034), APOA1 APOA4,BP,2,2 of 8,1.98,25,0.0004424,0.002642
GO:0030212,hyaluronan metabolic process,Q3T052(Evidence code:IEA/Database source:InterPro:IPR010600)Q0VCM5(Evidence code:IEA/Database source:InterPro:IPR010600), ITIH4 ITIH1,BP,2,2 of 8,1.98,25,0.0004424,0.002642
GO:0007204,positive regulation of cytosolic calcium ion concentration,P01045(Evidence code:IBA/Database source:PANTHER:PTN001790518)P26201(Evidence code:ISS/Database source:UniProtKB:Q08857)P01044(Evidence code:IBA/Database source:PANTHER:PTN001790518), KNG2 CD36 KNG1,BP,3,3 of 44,2.97,6.82,0.0004677,0.002768
GO:0006879,cellular iron ion homeostasis,Q32P72(Evidence code:IEA/Database source:InterPro:IPR027150)Q3SZV7(Evidence code:IEA/Database source:InterPro:IPR016358), CP HPX,BP,2,2 of 9,1.98,22.22,0.0005395,0.003138
GO:0042311,vasodilation,P01044(Evidence code:IEA/Database source:UniProtKB-KW:KW-0840)P01045(Evidence code:IEA/Database source:UniProtKB-KW:KW-0840), KNG1 KNG2,BP,2,2 of 9,1.98,22.22,0.0005395,0.003138
GO:0050821,protein stabilization,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)P17697(Evidence code:ISS/Database source:UniProtKB:P10909)P02662(Evidence code:IDA/Database source:), APOA1 CLU CSN1S1,BP,3,3 of 47,2.97,6.38,0.0005612,0.003236
GO:0005515,protein binding,P08037(Evidence code:IPI/Database source:UniProtKB:P29752)P79345(Evidence code:IPI/Database source:UniProtKB:O35604)O02853(Evidence code:IPI/Database source:UniProtKB:P29128)P07589(Evidence code:IPI/Database source:UniProtKB:Q15113)Q3MHX6(Evidence code:ISS/Database source:UniProtKB:Q13438)P06868(Evidence code:IPI/Database source:UniProtKB:P43025)Q3T0Q4(Evidence code:IPI/Database source:UniProtKB:P62871)P11151(Evidence code:IPI/Database source:UniProtKB:Q99523)P60712(Evidence code:IPI/Database source:UniProtKB:Q4VW77)P02666(Evidence code:IPI/Database source:UniProtKB:O43464)P00735(Evidence code:IPI/Database source:UniProtKB:Q4W8J9)P12763(Evidence code:IPI/Database source:UniProtKB:P17931)P24627(Evidence code:IPI/Database source:UniProtKB:P27958:PRO)O18738(Evidence code:IPI/Database source:UniProtKB:P19137)P02676(Evidence code:IPI/Database source:UniProtKB:P23142), B4GALT1 NPC2 PTGDS FN1 OS9 PLG NME2 LPL ACTB CSN2 F2 AHSG LTF DAG1 FGB,MF,15,15 of 1669,14.85,0.9,0.0006,0.003429
GO:0042730,fibrinolysis,P06868(Evidence code:IEA/Database source:UniProtKB-KW:KW-0280)P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens), PLG F2,BP,2,2 of 10,1.98,20,0.0006461,0.003661
GO:0002250,adaptive immune response,P02672(Evidence code:IEA/Database source:UniProtKB-KW:KW-1064)P02676(Evidence code:IEA/Database source:UniProtKB-KW:KW-1064)Q3SYR8(Evidence code:IEA/Database source:UniProtKB:P01591|ens), FGA FGB IGJ,BP,3,3 of 52,2.97,5.77,0.0007422,0.00417
GO:0006955,immune response,P01888(Evidence code:IEA/Database source:InterPro:IPR015707)Q3MHN2(Evidence code:IEA/Database source:InterPro:IPR001862)Q29RQ1(Evidence code:IEA/Database source:InterPro:IPR001862)P26201(Evidence code:IEA/Database source:InterPro:IPR033076)Q29RU4(Evidence code:IEA/Database source:InterPro:IPR001862), B2M C9 C7 CD36 C6,BP,5,5 of 214,4.95,2.34,0.0007609,0.004209
GO:0045071,negative regulation of viral genome replication,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens)O02853(Evidence code:IDA/Database source:), LTF PTGDS,BP,2,2 of 11,1.98,18.18,0.0007619,0.004209
GO:0006629,lipid metabolic process,P79345(Evidence code:IEA/Database source:UniProtKB-KW:KW-0443)P11151(Evidence code:IEA/Database source:InterPro:IPR002330|I)O02853(Evidence code:IEA/Database source:UniProtKB-KW:KW-0443)Q2UVX4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0443)P15497(Evidence code:IEA/Database source:UniProtKB-KW:KW-0443)P26779(Evidence code:IEA/Database source:InterPro:IPR007856), NPC2 LPL PTGDS C3 APOA1 PSAP,BP,6,6 of 325,5.94,1.85,0.0007834,0.004292
GO:0051496,positive regulation of stress fiber assembly,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)P28800(Evidence code:IEA/Database source:UniProtKB:P08697|ens), APOA1 SERPINF2,BP,2,2 of 12,1.98,16.67,0.000887,0.004781
GO:0050832,defense response to fungus,P54228(Evidence code:IEA/Database source:UniProtKB-KW:KW-0295)Q8SPP7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0295), CATHL6 PGLYRP1,BP,2,2 of 12,1.98,16.67,0.000887,0.004781
GO:0042470,melanosome,P05307(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)P07688(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q95121(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), P4HB CTSB SERPINF1,CC,3,3 of 56,2.97,5.36,0.0009109,0.00487
GO:0016324,apical plasma membrane,P26201(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q8WML4(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)P02702(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), CD36 MUC1 FOLR1,CC,3,3 of 60,2.97,5,0.001102,0.005845
GO:0030301,cholesterol transport,P79345(Evidence code:ISS/Database source:UniProtKB:P61916)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), NPC2 APOA1,BP,2,2 of 14,1.98,14.29,0.001165,0.006128
GO:0032760,positive regulation of tumor necrosis factor production,Q2TBI0(Evidence code:ISS/Database source:UniProtKB:P18428)Q95122(Evidence code:ISS/Database source:UniProtKB:P10810), LBP CD14,BP,2,2 of 15,1.98,13.33,0.001317,0.006822
GO:0005793,endoplasmic reticulum-Golgi intermediate compartment,Q0IIH5(Evidence code:IEA/Database source:UniProtKB:P80303|ens)Q0P569(Evidence code:IEA/Database source:UniProtKB:Q02818|ens), NUCB2 NUCB1,CC,2,2 of 15,1.98,13.33,0.001317,0.006822
GO:0007229,integrin-mediated signaling pathway,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)Q3T0Q4(Evidence code:ISS/Database source:UniProtKB:P22392), APOA1 NME2,BP,2,2 of 16,1.98,12.5,0.001479,0.007541
GO:0005044,scavenger receptor activity,Q32PI4(Evidence code:IEA/Database source:InterPro:IPR001190)F1N514(Evidence code:IEA/Database source:InterPro:IPR001190), CFI CD5L,MF,2,2 of 16,1.98,12.5,0.001479,0.007541
GO:0001938,positive regulation of endothelial cell proliferation,P30931(Evidence code:ISS/Database source:UniProtKB:P13726)Q2KIF2(Evidence code:IEA/Database source:UniProtKB:Q91XL1|ens), F3 LRG1,BP,2,2 of 17,1.98,11.76,0.001649,0.008346
GO:0042802,identical protein binding,P02754(Evidence code:IPI/Database source:UniProtKB:P02754)P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens)O46375(Evidence code:IEA/Database source:UniProtKB:P02766|ens)P80195(Evidence code:IPI/Database source:UniProtKB:P80195)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)P00711(Evidence code:IPI/Database source:UniProtKB:P00711), LGB B2M TTR GLYCAM1 APOA1 LALBA,MF,6,6 of 379,5.94,1.58,0.001681,0.008444
GO:0016853,isomerase activity,P62935(Evidence code:IEA/Database source:UniProtKB-KW:KW-0413)P05307(Evidence code:IEA/Database source:InterPro:IPR005788)O02853(Evidence code:IEA/Database source:UniProtKB-KW:KW-0413), PPIA P4HB PTGDS,MF,3,3 of 75,2.97,4,0.002037,0.01015
GO:0004866,endopeptidase inhibitor activity,Q7SIH1(Evidence code:IEA/Database source:InterPro:IPR001599|I)Q2UVX4(Evidence code:IEA/Database source:InterPro:IPR001599|I)P12763(Evidence code:IBA/Database source:PANTHER:PTN000352258), A2M C3 AHSG,MF,3,3 of 76,2.97,3.95,0.002112,0.01045
GO:0030195,negative regulation of blood coagulation,P01045(Evidence code:IBA/Database source:PANTHER:PTN001790518)P01044(Evidence code:IBA/Database source:PANTHER:PTN001790518), KNG2 KNG1,BP,2,2 of 20,1.98,10,0.002213,0.01087
GO:0051897,positive regulation of protein kinase B signaling,P30922(Evidence code:ISS/Database source:UniProtKB:P36222)P30931(Evidence code:ISS/Database source:UniProtKB:P13726), CHI3L1 F3,BP,2,2 of 21,1.98,9.52,0.002419,0.01171
GO:0055072,iron ion homeostasis,P24627(Evidence code:IEA/Database source:UniProtKB-KW:KW-0410)P01888(Evidence code:IEA/Database source:UniProtKB:P01887|ens), LTF B2M,BP,2,2 of 21,1.98,9.52,0.002419,0.01171
GO:0048471,perinuclear region of cytoplasm,P17697(Evidence code:ISS/Database source:UniProtKB:P10909)P30922(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)P07688(Evidence code:IEA/Database source:UniProtKB:P07858|ens)O02853(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), CLU CHI3L1 CTSB PTGDS,CC,4,4 of 170,3.96,2.35,0.002469,0.01186
GO:0010469,regulation of signaling receptor activity,O46375(Evidence code:IEA/Database source:GO:0005179)P31096(Evidence code:IEA/Database source:GO:0005125), TTR SPP1,BP,2,2 of 22,1.98,9.09,0.002633,0.01256
GO:0071222,cellular response to lipopolysaccharide,Q2TBI0(Evidence code:ISS/Database source:UniProtKB:P18428)Q95122(Evidence code:ISS/Database source:UniProtKB:P10810), LBP CD14,BP,2,2 of 26,1.98,7.69,0.003576,0.0167
GO:2000117,negative regulation of cysteine-type endopeptidase activity,P02666(Evidence code:IEA/Database source:UniProtKB:P05814|ens)P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens), CSN2 LTF,BP,2,2 of 26,1.98,7.69,0.003576,0.0167
GO:0009408,response to heat,P02666(Evidence code:IDA/Database source:)P06868(Evidence code:IDA/Database source:), CSN2 PLG,BP,2,2 of 26,1.98,7.69,0.003576,0.0167
GO:0005764,lysosome,P26779(Evidence code:IEA/Database source:InterPro:IPR008373|I)P07688(Evidence code:IEA/Database source:UniProtKB-KW:KW-0458)P79345(Evidence code:IEA/Database source:UniProtKB-KW:KW-0458), PSAP CTSB NPC2,CC,3,3 of 93,2.97,3.23,0.003664,0.01699
GO:0005543,phospholipid binding,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)P30931(Evidence code:ISS/Database source:UniProtKB:P13726)Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006), APOA1 F3 APOE,MF,3,3 of 94,2.97,3.19,0.003771,0.01736
GO:0005829,cytosol,P80457(Evidence code:IBA/Database source:PANTHER:PTN000225632)P60712(Evidence code:TAS/Database source:)Q9XSG3(Evidence code:ISS/Database source:UniProtKB:O88844)P62935(Evidence code:ISS/Database source:UniProtKB:P62937)P17697(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q3MHN2(Evidence code:IEA/Database source:UniProtKB:P02748|ens)P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens)A6H7B5(Evidence code:IEA/Database source:UniProtKB:Q9UNS2|ens), XDH ACTB IDH1 PPIA CLU C9 B2M COPS3,CC,8,8 of 769,7.92,1.04,0.004161,0.01903
GO:0045454,cell redox homeostasis,A6QQA8(Evidence code:IEA/Database source:InterPro:IPR013766)P05307(Evidence code:IEA/Database source:InterPro:IPR013766|I), QSOX1 P4HB,BP,2,2 of 30,1.98,6.67,0.004653,0.01929
GO:0051092,positive regulation of NF-kappaB transcription factor activity,P17697(Evidence code:ISS/Database source:UniProtKB:P10909)P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens), CLU LTF,BP,2,2 of 35,1.98,5.71,0.006182,0.01929
GO:0008203,cholesterol metabolic process,P79345(Evidence code:IEA/Database source:UniProtKB-KW:KW-0153)P15497(Evidence code:IEA/Database source:UniProtKB-KW:KW-0153), NPC2 APOA1,BP,2,2 of 33,1.98,6.06,0.005546,0.01929
GO:0019838,growth factor binding,Q7SIH1(Evidence code:IEA/Database source:UniProtKB:P01023|ens)Q9MZ06(Evidence code:IEA/Database source:UniProtKB-KW:KW-0340), A2M FGFBP1,MF,2,2 of 29,1.98,6.9,0.004371,0.01929
GO:2000266,"regulation of blood coagulation, intrinsic pathway",P41361(Evidence code:IEA/Database source:InterPro:IPR015555),SERPINC1,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:2000839,positive regulation of androstenedione secretion,P02662(Evidence code:IMP/Database source:),CSN1S1,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0072378,"blood coagulation, fibrin clot formation",P00735(Evidence code:IEA/Database source:UniProtKB:P19221|ens),F2,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:1904434,positive regulation of ferrous iron binding,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens),B2M,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0002034,regulation of blood vessel diameter by renin-angiotensin,P28800(Evidence code:IEA/Database source:UniProtKB:Q61247|ens),SERPINF2,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0004465,lipoprotein lipase activity,P11151(Evidence code:IEA/Database source:InterPro:IPR002330),LPL,MF,1,1 of 1,0.99,100,0.006284,0.01929
GO:0033216,ferric iron import,P01888(Evidence code:IEA/Database source:UniProtKB:P01887|ens),B2M,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0002197,xanthine dehydrogenase complex,P80457(Evidence code:IDA/Database source:),XDH,CC,1,1 of 1,0.99,100,0.006284,0.01929
GO:0042158,lipoprotein biosynthetic process,P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens),APOA1,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:1903720,negative regulation of I-kappaB phosphorylation,P02666(Evidence code:IDA/Database source:),CSN2,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:1904447,folate import across plasma membrane,P02702(Evidence code:IEA/Database source:InterPro:IPR032935),FOLR1,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0070945,neutrophil mediated killing of gram-negative bacterium,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0033690,positive regulation of osteoblast proliferation,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens),LTF,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0070326,very-low-density lipoprotein particle receptor binding,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439007),APOE,MF,1,1 of 1,0.99,100,0.006284,0.01929
GO:0060054,positive regulation of epithelial cell proliferation involved in wound healing,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:1904437,positive regulation of transferrin receptor binding,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens),B2M,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0008745,N-acetylmuramoyl-L-alanine amidase activity,Q8SPP7(Evidence code:IEA/Database source:InterPro:IPR002502|I),PGLYRP1,MF,1,1 of 1,0.99,100,0.006284,0.01929
GO:2000308,negative regulation of tumor necrosis factor (ligand) superfamily member 11 production,P24627(Evidence code:IDA/Database source:),LTF,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:1903456,"positive regulation of androst-4-ene-3,17-dione biosynthetic process",P02662(Evidence code:IMP/Database source:),CSN1S1,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0002541,activation of plasma proteins involved in acute inflammatory response,P30931(Evidence code:ISS/Database source:UniProtKB:P13726),F3,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0002481,"antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent",P01888(Evidence code:IEA/Database source:UniProtKB:P01887|ens),B2M,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0044117,growth of symbiont in host,Q8SPP7(Evidence code:IEA/Database source:UniProtKB:O88593|ens),PGLYRP1,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0004855,xanthine oxidase activity,P80457(Evidence code:IEA/Database source:InterPro:IPR014307),XDH,MF,1,1 of 1,0.99,100,0.006284,0.01929
GO:0070051,fibrinogen binding,P00735(Evidence code:IPI/Database source:UniProtKB:P02671),F2,MF,1,1 of 1,0.99,100,0.006284,0.01929
GO:0001869,"negative regulation of complement activation, lectin pathway",Q7SIH1(Evidence code:IEA/Database source:UniProtKB:P01023|ens),A2M,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0070543,response to linoleic acid,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857),CD36,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0060354,negative regulation of cell adhesion molecule production,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0019836,hemolysis by symbiont of host erythrocytes,P02769(Evidence code:ISS/Database source:UniProtKB:P02768),ALB,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0051659,maintenance of mitochondrion location,P02769(Evidence code:ISS/Database source:UniProtKB:P02768),ALB,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0060770,negative regulation of epithelial cell proliferation involved in prostate gland development,Q95121(Evidence code:IEA/Database source:UniProtKB:P97298|ens),SERPINF1,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0055096,low-density lipoprotein particle mediated signaling,P11151(Evidence code:IEA/Database source:UniProtKB:P06858|ens),LPL,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0036393,thiocyanate peroxidase activity,P80025(Evidence code:IEA/Database source:InterPro:IPR029587),LPO,MF,1,1 of 1,0.99,100,0.006284,0.01929
GO:1903895,negative regulation of IRE1-mediated unfolded protein response,Q0VCX2(Evidence code:ISS/Database source:UniProtKB:G3I8R9),HSPA5,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0016019,peptidoglycan receptor activity,Q8SPP7(Evidence code:IEA/Database source:UniProtKB:O75594|ens),PGLYRP1,MF,1,1 of 1,0.99,100,0.006284,0.01929
GO:1900390,regulation of iron ion import,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens),B2M,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0031665,negative regulation of lipopolysaccharide-mediated signaling pathway,P24627(Evidence code:ISS/Database source:UniProtKB:P02788),LTF,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0060736,prostate gland growth,P26779(Evidence code:IBA/Database source:PANTHER:PTN000159338),PSAP,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0019862,IgA binding,Q3SYR8(Evidence code:IEA/Database source:UniProtKB:P01591|ens),IGJ,MF,1,1 of 1,0.99,100,0.006284,0.01929
GO:0009253,peptidoglycan catabolic process,Q8SPP7(Evidence code:IEA/Database source:InterPro:IPR002502|I),PGLYRP1,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:1900221,regulation of amyloid-beta clearance,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439007),APOE,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0007016,cytoskeletal anchoring at plasma membrane,O18738(Evidence code:IEA/Database source:InterPro:IPR008465),DAG1,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0090482,vitamin transmembrane transporter activity,Q3MHN5(Evidence code:IEA/Database source:InterPro:IPR000213),GC,MF,1,1 of 1,0.99,100,0.006284,0.01929
GO:0030502,negative regulation of bone mineralization,P12763(Evidence code:ISS/Database source:UniProtKB:P29699),AHSG,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0004667,prostaglandin-D synthase activity,O02853(Evidence code:IEA/Database source:EC:5.3.99.2),PTGDS,MF,1,1 of 1,0.99,100,0.006284,0.01929
GO:2001245,regulation of phosphatidylcholine biosynthetic process,P10790(Evidence code:IEA/Database source:UniProtKB:P11404|ens),FABP3,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0019344,cysteine biosynthetic process,G3N2D8(Evidence code:IEA/Database source:UniProtKB:Q60928|ens),GGT1,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:2000872,positive regulation of progesterone secretion,P02662(Evidence code:IMP/Database source:),CSN1S1,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0060335,positive regulation of interferon-gamma-mediated signaling pathway,Q3SZV7(Evidence code:IEA/Database source:UniProtKB:Q91X72|ens),HPX,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0045499,chemorepellent activity,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,MF,1,1 of 1,0.99,100,0.006284,0.01929
GO:0051673,membrane disruption in other organism,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens),LTF,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0060332,positive regulation of response to interferon-gamma,Q3SZV7(Evidence code:IEA/Database source:UniProtKB:Q91X72|ens),HPX,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0030299,intestinal cholesterol absorption,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857),CD36,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0032827,negative regulation of natural killer cell differentiation involved in immune response,Q8SPP7(Evidence code:IEA/Database source:UniProtKB:O88593|ens),PGLYRP1,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0051714,positive regulation of cytolysis in other organism,Q8SPP7(Evidence code:IEA/Database source:UniProtKB:O75594|ens),PGLYRP1,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0018401,peptidyl-proline hydroxylation to 4-hydroxy-L-proline,P05307(Evidence code:ISS/Database source:UniProtKB:P07237),P4HB,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0070053,thrombospondin receptor activity,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,MF,1,1 of 1,0.99,100,0.006284,0.01929
GO:1900159,positive regulation of bone mineralization involved in bone maturation,P24627(Evidence code:IDA/Database source:),LTF,BP,1,1 of 1,0.99,100,0.006284,0.01929
