GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0046638,positive regulation of alpha-beta T cell differentiation,P61585(Evidence code:IEA/Database source:UniProtKB:Q9QUI0|ens),RHOA,BP,1,1 of 10,1.06,10,0.03177,0.04693
GO:0045745,positive regulation of G-protein coupled receptor protein signaling pathway,Q2UVX4(Evidence code:ISS/Database source:UniProtKB:P01024),C3,BP,1,1 of 10,1.06,10,0.03177,0.04693
GO:0035725,sodium ion transmembrane transport,Q27960(Evidence code:IEA/Database source:GO:0005436),SLC34A2,BP,1,1 of 10,1.06,10,0.03177,0.04693
GO:1901016,regulation of potassium ion transmembrane transporter activity,P62261(Evidence code:IEA/Database source:UniProtKB:P62258|ens),YWHAE,BP,1,1 of 10,1.06,10,0.03177,0.04693
GO:0007159,leukocyte cell-cell adhesion,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens),EZR,BP,1,1 of 10,1.06,10,0.03177,0.04693
GO:0035025,positive regulation of Rho protein signal transduction,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 10,1.06,10,0.03177,0.04693
GO:0005764,lysosome,Q3T0F5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0458)P79345(Evidence code:IEA/Database source:UniProtKB-KW:KW-0458), RAB7A NPC2,CC,2,2 of 93,2.13,2.15,0.03228,0.0476
GO:0006508,proteolysis,P00735(Evidence code:IEA/Database source:InterPro:IPR001254|I)G3N2D8(Evidence code:IEA/Database source:GO:0036374)P24627(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645), F2 GGT1 LTF,BP,3,3 of 230,3.19,1.3,0.03244,0.04777
GO:0005730,nucleolus,P68103(Evidence code:ISS/Database source:UniProtKB:P68104)P19120(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q2KJ32(Evidence code:IEA/Database source:UniProtKB:Q13228|ens), EEF1A1 HSPA8 SELENBP1,CC,3,3 of 232,3.19,1.29,0.03314,0.04872
GO:0019899,enzyme binding,P62261(Evidence code:IEA/Database source:UniProtKB:P62258|ens)P79345(Evidence code:IEA/Database source:UniProtKB:P61916|ens)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)P19120(Evidence code:IEA/Database source:UniProtKB:P11142|ens), YWHAE NPC2 APOA1 HSPA8,MF,4,4 of 405,4.26,0.99,0.03443,0.04952
GO:0007339,binding of sperm to zona pellucida,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 11,1.06,9.09,0.03461,0.04952
GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,P61585(Evidence code:ISS/Database source:UniProtKB:P61586),RHOA,CC,1,1 of 11,1.06,9.09,0.03461,0.04952
GO:0071346,cellular response to interferon-gamma,P48616(Evidence code:IEA/Database source:UniProtKB:P20152|ens),VIM,BP,1,1 of 11,1.06,9.09,0.03461,0.04952
GO:0042583,chromaffin granule,P17697(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),CLU,CC,1,1 of 11,1.06,9.09,0.03461,0.04952
GO:0051489,regulation of filopodium assembly,Q2KJ93(Evidence code:ISS/Database source:UniProtKB:P60953),CDC42,BP,1,1 of 11,1.06,9.09,0.03461,0.04952
GO:0070542,response to fatty acid,P26201(Evidence code:ISS/Database source:UniProtKB:Q07969),CD36,BP,1,1 of 11,1.06,9.09,0.03461,0.04952
GO:0034629,cellular protein-containing complex localization,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens),EZR,BP,1,1 of 11,1.06,9.09,0.03461,0.04952
GO:0045071,negative regulation of viral genome replication,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens),LTF,BP,1,1 of 11,1.06,9.09,0.03461,0.04952
GO:0031640,killing of cells of other organism,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens),LTF,BP,1,1 of 11,1.06,9.09,0.03461,0.04952
GO:0019915,lipid storage,P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens),APOA1,BP,1,1 of 11,1.06,9.09,0.03461,0.04952
GO:0051018,protein kinase A binding,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens),EZR,MF,1,1 of 11,1.06,9.09,0.03461,0.04952
GO:0051219,phosphoprotein binding,P62261(Evidence code:IEA/Database source:UniProtKB:P62258|ens),YWHAE,MF,1,1 of 11,1.06,9.09,0.03461,0.04952
GO:2000177,regulation of neural precursor cell proliferation,P61585(Evidence code:IEA/Database source:UniProtKB:Q9QUI0|ens),RHOA,BP,1,1 of 11,1.06,9.09,0.03461,0.04952
GO:0031663,lipopolysaccharide-mediated signaling pathway,Q95122(Evidence code:ISS/Database source:UniProtKB:P10810),CD14,BP,1,1 of 11,1.06,9.09,0.03461,0.04952
GO:0071560,cellular response to transforming growth factor beta stimulus,Q2KIS7(Evidence code:IEA/Database source:UniProtKB:P05452|ens),CLEC3B,BP,1,1 of 11,1.06,9.09,0.03461,0.04952
GO:0071949,FAD binding,P80457(Evidence code:IEA/Database source:InterPro:IPR016166),XDH,MF,1,1 of 11,1.06,9.09,0.03461,0.04952
GO:0047496,vesicle transport along microtubule,A1L528(Evidence code:IEA/Database source:UniProtKB:P62820|ens),RAB1A,BP,1,1 of 11,1.06,9.09,0.03461,0.04952
GO:0008092,cytoskeletal protein binding,P31976(Evidence code:IEA/Database source:InterPro:IPR000798)P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens)P04272(Evidence code:IEA/Database source:InterPro:IPR002389), EZR B4GALT1 ANXA2,MF,3,3 of 238,3.19,1.26,0.03529,0.05042
GO:0043542,endothelial cell migration,P61585(Evidence code:IEA/Database source:UniProtKB:P61586|ens),RHOA,BP,1,1 of 12,1.06,8.33,0.03744,0.05247
GO:0043488,regulation of mRNA stability,P48616(Evidence code:IEA/Database source:UniProtKB:P08670|ens),VIM,BP,1,1 of 12,1.06,8.33,0.03744,0.05247
GO:0051281,positive regulation of release of sequestered calcium ion into cytosol,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 12,1.06,8.33,0.03744,0.05247
GO:0045744,negative regulation of G-protein coupled receptor protein signaling pathway,P68250(Evidence code:ISS/Database source:UniProtKB:P31946),YWHAB,BP,1,1 of 12,1.06,8.33,0.03744,0.05247
GO:0015459,potassium channel regulator activity,P62261(Evidence code:IEA/Database source:UniProtKB:P62258|ens),YWHAE,MF,1,1 of 12,1.06,8.33,0.03744,0.05247
GO:0010812,negative regulation of cell-substrate adhesion,P61585(Evidence code:IEA/Database source:UniProtKB:Q9QUI0|ens),RHOA,BP,1,1 of 12,1.06,8.33,0.03744,0.05247
GO:0051693,actin filament capping,Q3SX14(Evidence code:IEA/Database source:UniProtKB-KW:KW-0117),GSN,BP,1,1 of 12,1.06,8.33,0.03744,0.05247
GO:0071385,cellular response to glucocorticoid stimulus,P46193(Evidence code:ISS/Database source:UniProtKB:P10107),ANXA1,BP,1,1 of 12,1.06,8.33,0.03744,0.05247
GO:0043124,negative regulation of I-kappaB kinase/NF-kappaB signaling,P02666(Evidence code:IDA/Database source:),CSN2,BP,1,1 of 12,1.06,8.33,0.03744,0.05247
GO:1901222,regulation of NIK/NF-kappaB signaling,Q5E947(Evidence code:ISS/Database source:UniProtKB:P35700),PRDX1,BP,1,1 of 12,1.06,8.33,0.03744,0.05247
GO:0045646,regulation of erythrocyte differentiation,P01888(Evidence code:IEA/Database source:UniProtKB:P01887|ens),B2M,BP,1,1 of 12,1.06,8.33,0.03744,0.05247
GO:0030670,phagocytic vesicle membrane,Q3T0F5(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),RAB7A,CC,1,1 of 12,1.06,8.33,0.03744,0.05247
GO:0043388,positive regulation of DNA binding,O97680(Evidence code:ISS/Database source:UniProtKB:P10599),TXN,BP,1,1 of 12,1.06,8.33,0.03744,0.05247
GO:0005925,focal adhesion,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens)P60712(Evidence code:ISS/Database source:UniProtKB:P60706), EZR ACTB,CC,2,2 of 103,2.13,1.94,0.03871,0.0541
GO:0046982,protein heterodimerization activity,P05307(Evidence code:ISS/Database source:UniProtKB:P07237)P62261(Evidence code:IEA/Database source:UniProtKB:P62258|ens), P4HB YWHAE,MF,2,2 of 103,2.13,1.94,0.03871,0.0541
GO:0010008,endosome membrane,P46193(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q3T0F5(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), ANXA1 RAB7A,CC,2,2 of 104,2.13,1.92,0.03938,0.05495
GO:1990782,protein tyrosine kinase binding,Q76LV2(Evidence code:IEA/Database source:UniProtKB:P07900|ens),HSP90AA1,MF,1,1 of 13,1.06,7.69,0.04026,0.05506
GO:0072686,mitotic spindle,Q2KJ93(Evidence code:ISS/Database source:UniProtKB:P60953),CDC42,CC,1,1 of 13,1.06,7.69,0.04026,0.05506
GO:0001654,eye development,Q0IIG8(Evidence code:ISS/Database source:UniProtKB:Q6DHC1),RAB18,BP,1,1 of 13,1.06,7.69,0.04026,0.05506
GO:0045010,actin nucleation,Q3SX14(Evidence code:IEA/Database source:InterPro:IPR030004),GSN,BP,1,1 of 13,1.06,7.69,0.04026,0.05506
GO:0044183,protein binding involved in protein folding,Q3T149(Evidence code:ISS/Database source:UniProtKB:P04792),HSPB1,MF,1,1 of 13,1.06,7.69,0.04026,0.05506
GO:0032374,regulation of cholesterol transport,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006),APOE,BP,1,1 of 13,1.06,7.69,0.04026,0.05506
GO:0030199,collagen fibril organization,P04272(Evidence code:IEA/Database source:UniProtKB:P07356|ens),ANXA2,BP,1,1 of 13,1.06,7.69,0.04026,0.05506
GO:0000421,autophagosome membrane,Q3T0F5(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),RAB7A,CC,1,1 of 13,1.06,7.69,0.04026,0.05506
GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding",P04272(Evidence code:IEA/Database source:UniProtKB:P07355|ens),ANXA2,MF,1,1 of 13,1.06,7.69,0.04026,0.05506
GO:0035308,negative regulation of protein dephosphorylation,P62261(Evidence code:IEA/Database source:UniProtKB:P62259|ens),YWHAE,BP,1,1 of 13,1.06,7.69,0.04026,0.05506
GO:0009409,response to cold,Q76LV2(Evidence code:ISS/Database source:UniProtKB:P11501),HSP90AA1,BP,1,1 of 13,1.06,7.69,0.04026,0.05506
GO:0046677,response to antibiotic,Q76LV2(Evidence code:ISS/Database source:UniProtKB:P11501),HSP90AA1,BP,1,1 of 13,1.06,7.69,0.04026,0.05506
GO:0032652,regulation of interleukin-1 production,P46193(Evidence code:ISS/Database source:UniProtKB:P10107),ANXA1,BP,1,1 of 13,1.06,7.69,0.04026,0.05506
GO:0048260,positive regulation of receptor-mediated endocytosis,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens),B2M,BP,1,1 of 13,1.06,7.69,0.04026,0.05506
GO:0016787,hydrolase activity,P24627(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)Q71SP7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)Q0VCX2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)P11151(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)P00735(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)P15467(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378), LTF FASN HSPA5 LPL F2 RNASE4,MF,6,6 of 836,6.38,0.72,0.04181,0.0571
GO:0048015,phosphatidylinositol-mediated signaling,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens),EZR,BP,1,1 of 14,1.06,7.14,0.04307,0.05808
GO:0007160,cell-matrix adhesion,P61585(Evidence code:IEA/Database source:UniProtKB:Q9QUI0|ens),RHOA,BP,1,1 of 14,1.06,7.14,0.04307,0.05808
GO:0000049,tRNA binding,P68103(Evidence code:IEA/Database source:UniProtKB:P68104|ens),EEF1A1,MF,1,1 of 14,1.06,7.14,0.04307,0.05808
GO:0009749,response to glucose,P11151(Evidence code:IDA/Database source:),LPL,BP,1,1 of 14,1.06,7.14,0.04307,0.05808
GO:0007519,skeletal muscle tissue development,P61585(Evidence code:IEA/Database source:UniProtKB:Q9QUI0|ens),RHOA,BP,1,1 of 14,1.06,7.14,0.04307,0.05808
GO:0005246,calcium channel regulator activity,P62261(Evidence code:IEA/Database source:UniProtKB:P62258|ens),YWHAE,MF,1,1 of 14,1.06,7.14,0.04307,0.05808
GO:0043197,dendritic spine,P61585(Evidence code:IEA/Database source:UniProtKB:P61586|ens),RHOA,CC,1,1 of 14,1.06,7.14,0.04307,0.05808
GO:0005902,microvillus,P31976(Evidence code:ISS/Database source:UniProtKB:P26040),EZR,CC,1,1 of 14,1.06,7.14,0.04307,0.05808
GO:0051017,actin filament bundle assembly,P31976(Evidence code:ISS/Database source:UniProtKB:P15311),EZR,BP,1,1 of 14,1.06,7.14,0.04307,0.05808
GO:0045103,intermediate filament-based process,P48616(Evidence code:IEA/Database source:UniProtKB:P20152|ens),VIM,BP,1,1 of 15,1.06,6.67,0.04588,0.06117
GO:0090303,positive regulation of wound healing,P46193(Evidence code:ISS/Database source:UniProtKB:P04083),ANXA1,BP,1,1 of 15,1.06,6.67,0.04588,0.06117
GO:0016328,lateral plasma membrane,P46193(Evidence code:ISS/Database source:UniProtKB:P10107),ANXA1,CC,1,1 of 15,1.06,6.67,0.04588,0.06117
GO:0048306,calcium-dependent protein binding,P04272(Evidence code:IEA/Database source:UniProtKB:P07355|ens),ANXA2,MF,1,1 of 15,1.06,6.67,0.04588,0.06117
GO:0005604,basement membrane,P04272(Evidence code:IEA/Database source:UniProtKB-KW:KW-0084),ANXA2,CC,1,1 of 15,1.06,6.67,0.04588,0.06117
GO:0005793,endoplasmic reticulum-Golgi intermediate compartment,Q0P569(Evidence code:IEA/Database source:UniProtKB:Q02818|ens),NUCB1,CC,1,1 of 15,1.06,6.67,0.04588,0.06117
GO:0042476,odontogenesis,P61585(Evidence code:IEA/Database source:UniProtKB:Q9QUI0|ens),RHOA,BP,1,1 of 15,1.06,6.67,0.04588,0.06117
GO:0030145,manganese ion binding,P08037(Evidence code:ISS/Database source:UniProtKB:P15291),B4GALT1,MF,1,1 of 15,1.06,6.67,0.04588,0.06117
GO:0008152,metabolic process,Q07130(Evidence code:IEA/Database source:InterPro:IPR002618)Q71SP7(Evidence code:IEA/Database source:InterPro:IPR001227|I), UGP2 FASN,BP,2,2 of 2613,2.13,0.08,0.04841,0.06392
GO:0000045,autophagosome assembly,A1L528(Evidence code:IEA/Database source:UniProtKB:P62820|ens),RAB1A,BP,1,1 of 16,1.06,6.25,0.04867,0.06392
GO:0030500,regulation of bone mineralization,P12763(Evidence code:IEA/Database source:UniProtKB-KW:KW-0495),AHSG,BP,1,1 of 16,1.06,6.25,0.04867,0.06392
GO:0032729,positive regulation of interferon-gamma production,Q95122(Evidence code:ISS/Database source:UniProtKB:P10810),CD14,BP,1,1 of 16,1.06,6.25,0.04867,0.06392
GO:0051537,"2 iron, 2 sulfur cluster binding",P80457(Evidence code:IEA/Database source:InterPro:IPR006058),XDH,MF,1,1 of 16,1.06,6.25,0.04867,0.06392
GO:0034605,cellular response to heat,P62261(Evidence code:ISS/Database source:UniProtKB:P62258),YWHAE,BP,1,1 of 16,1.06,6.25,0.04867,0.06392
GO:0005044,scavenger receptor activity,F1N514(Evidence code:IEA/Database source:InterPro:IPR001190),CD5L,MF,1,1 of 16,1.06,6.25,0.04867,0.06392
GO:0017022,myosin binding,P61585(Evidence code:IEA/Database source:UniProtKB:P61586|ens),RHOA,MF,1,1 of 16,1.06,6.25,0.04867,0.06392
GO:0060193,positive regulation of lipase activity,P61585(Evidence code:IEA/Database source:UniProtKB:P61586|ens),RHOA,BP,1,1 of 16,1.06,6.25,0.04867,0.06392
GO:0019897,extrinsic component of plasma membrane,P04272(Evidence code:IEA/Database source:UniProtKB:P07356|ens),ANXA2,CC,1,1 of 16,1.06,6.25,0.04867,0.06392
GO:0007229,integrin-mediated signaling pathway,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 16,1.06,6.25,0.04867,0.06392
GO:0008285,negative regulation of cell proliferation,P30932(Evidence code:ISS/Database source:UniProtKB:P40240)P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens), CD9 B4GALT1,BP,2,2 of 119,2.13,1.68,0.04991,0.06545
GO:0043065,positive regulation of apoptotic process,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens)P17697(Evidence code:ISS/Database source:UniProtKB:P10909-4), B4GALT1 CLU,BP,2,2 of 121,2.13,1.65,0.05138,0.06694
GO:0001938,positive regulation of endothelial cell proliferation,P30931(Evidence code:ISS/Database source:UniProtKB:P13726),F3,BP,1,1 of 17,1.06,5.88,0.05146,0.06694
GO:0001906,cell killing,Q3MHN2(Evidence code:ISS/Database source:UniProtKB:P02748),C9,BP,1,1 of 17,1.06,5.88,0.05146,0.06694
GO:0002526,acute inflammatory response,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 17,1.06,5.88,0.05146,0.06694
GO:0005178,integrin binding,P30932(Evidence code:ISS/Database source:UniProtKB:P21926),CD9,MF,1,1 of 17,1.06,5.88,0.05146,0.06694
GO:0051117,ATPase binding,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens),EZR,MF,1,1 of 17,1.06,5.88,0.05146,0.06694
GO:0008283,cell proliferation,P61223(Evidence code:IEA/Database source:UniProtKB:Q99JI6|ens)Q5E947(Evidence code:IEA/Database source:UniProtKB:P35700|ens), RAP1B PRDX1,BP,2,2 of 124,2.13,1.61,0.05361,0.06965
GO:1904115,axon cytoplasm,Q3T149(Evidence code:IEA/Database source:GO:0099641),HSPB1,CC,1,1 of 18,1.06,5.56,0.05424,0.06971
GO:0006641,triglyceride metabolic process,P11151(Evidence code:IDA/Database source:),LPL,BP,1,1 of 18,1.06,5.56,0.05424,0.06971
GO:0003725,double-stranded RNA binding,P48616(Evidence code:IEA/Database source:UniProtKB:P08670|ens),VIM,MF,1,1 of 18,1.06,5.56,0.05424,0.06971
GO:0004896,cytokine receptor activity,P30931(Evidence code:IBA/Database source:PANTHER:PTN000466212),F3,MF,1,1 of 18,1.06,5.56,0.05424,0.06971
GO:0070373,negative regulation of ERK1 and ERK2 cascade,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens),EZR,BP,1,1 of 18,1.06,5.56,0.05424,0.06971
GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,P17697(Evidence code:ISS/Database source:UniProtKB:P10909),CLU,BP,1,1 of 18,1.06,5.56,0.05424,0.06971
GO:0030136,clathrin-coated vesicle,P02702(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),FOLR1,CC,1,1 of 18,1.06,5.56,0.05424,0.06971
GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,P00735(Evidence code:IEA/Database source:UniProtKB:P19221|ens),F2,BP,1,1 of 18,1.06,5.56,0.05424,0.06971
GO:0006909,phagocytosis,P46193(Evidence code:ISS/Database source:UniProtKB:P10107),ANXA1,BP,1,1 of 19,1.06,5.26,0.05701,0.07278
GO:0001726,ruffle,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens),EZR,CC,1,1 of 19,1.06,5.26,0.05701,0.07278
GO:0005884,actin filament,P31976(Evidence code:ISS/Database source:UniProtKB:P15311),EZR,CC,1,1 of 19,1.06,5.26,0.05701,0.07278
GO:0045177,apical part of cell,P31976(Evidence code:ISS/Database source:UniProtKB:P26040),EZR,CC,1,1 of 19,1.06,5.26,0.05701,0.07278
GO:0006956,complement activation,Q2UVX4(Evidence code:IEA/Database source:InterPro:IPR001840|I),C3,BP,1,1 of 19,1.06,5.26,0.05701,0.07278
GO:0004812,aminoacyl-tRNA ligase activity,P17248(Evidence code:IEA/Database source:InterPro:IPR000738|I),WARS,MF,1,1 of 20,1.06,5,0.05977,0.0756
GO:0070509,calcium ion import,P04272(Evidence code:IMP/Database source:),ANXA2,BP,1,1 of 20,1.06,5,0.05977,0.0756
GO:0071621,granulocyte chemotaxis,P46193(Evidence code:ISS/Database source:UniProtKB:P04083),ANXA1,BP,1,1 of 20,1.06,5,0.05977,0.0756
GO:0060395,SMAD protein signal transduction,P48616(Evidence code:IEA/Database source:UniProtKB:P20152|ens),VIM,BP,1,1 of 20,1.06,5,0.05977,0.0756
GO:0005212,structural constituent of eye lens,P48616(Evidence code:IEA/Database source:UniProtKB:P20152|ens),VIM,MF,1,1 of 20,1.06,5,0.05977,0.0756
GO:2000379,positive regulation of reactive oxygen species metabolic process,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 20,1.06,5,0.05977,0.0756
GO:0006418,tRNA aminoacylation for protein translation,P17248(Evidence code:IEA/Database source:InterPro:IPR000738|I),WARS,BP,1,1 of 20,1.06,5,0.05977,0.0756
GO:0002244,hematopoietic progenitor cell differentiation,Q3SYU2(Evidence code:IEA/Database source:UniProtKB:P58252|ens),EEF2,BP,1,1 of 21,1.06,4.76,0.06253,0.07837
GO:0048754,branching morphogenesis of an epithelial tube,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 21,1.06,4.76,0.06253,0.07837
GO:0032154,cleavage furrow,P61585(Evidence code:ISS/Database source:UniProtKB:P61586),RHOA,CC,1,1 of 21,1.06,4.76,0.06253,0.07837
GO:0048525,negative regulation of viral process,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens),LTF,BP,1,1 of 21,1.06,4.76,0.06253,0.07837
GO:0032092,positive regulation of protein binding,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens),B2M,BP,1,1 of 21,1.06,4.76,0.06253,0.07837
GO:0009611,response to wounding,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 21,1.06,4.76,0.06253,0.07837
GO:0098794,postsynapse,P61585(Evidence code:IEA/Database source:UniProtKB:P61586|ens),RHOA,CC,1,1 of 21,1.06,4.76,0.06253,0.07837
GO:0031012,extracellular matrix,P12763(Evidence code:IBA/Database source:PANTHER:PTN000352259)P30931(Evidence code:ISS/Database source:UniProtKB:P13726), AHSG F3,CC,2,2 of 137,2.13,1.46,0.06368,0.0796
GO:0043086,negative regulation of catalytic activity,P04272(Evidence code:IEA/Database source:GO:0004859)P46193(Evidence code:IEA/Database source:GO:0004859), ANXA2 ANXA1,BP,2,2 of 137,2.13,1.46,0.06368,0.0796
GO:0032580,Golgi cisterna membrane,P08037(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),B4GALT1,CC,1,1 of 22,1.06,4.55,0.06528,0.08065
GO:0003697,single-stranded DNA binding,Q3SYR8(Evidence code:IEA/Database source:UniProtKB:P01591|ens),IGJ,MF,1,1 of 22,1.06,4.55,0.06528,0.08065
GO:0005262,calcium channel activity,P04272(Evidence code:IMP/Database source:),ANXA2,MF,1,1 of 22,1.06,4.55,0.06528,0.08065
GO:0030101,natural killer cell activation,Q5E947(Evidence code:IEA/Database source:UniProtKB:Q06830|ens),PRDX1,BP,1,1 of 22,1.06,4.55,0.06528,0.08065
GO:0006487,protein N-linked glycosylation,P08037(Evidence code:ISS/Database source:UniProtKB:P15291),B4GALT1,BP,1,1 of 22,1.06,4.55,0.06528,0.08065
GO:0005977,glycogen metabolic process,Q07130(Evidence code:IBA/Database source:PANTHER:PTN002460644),UGP2,BP,1,1 of 22,1.06,4.55,0.06528,0.08065
GO:0005200,structural constituent of cytoskeleton,P48616(Evidence code:ISS/Database source:UniProtKB:P08670),VIM,MF,1,1 of 22,1.06,4.55,0.06528,0.08065
GO:1901888,regulation of cell junction assembly,P61223(Evidence code:ISS/Database source:UniProtKB:P61224),RAP1B,BP,1,1 of 22,1.06,4.55,0.06528,0.08065
GO:0002064,epithelial cell development,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 22,1.06,4.55,0.06528,0.08065
GO:0051087,chaperone binding,P19120(Evidence code:IEA/Database source:UniProtKB:P11142|ens),HSPA8,MF,1,1 of 23,1.06,4.35,0.06801,0.0836
GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",P80457(Evidence code:IBA/Database source:PANTHER:PTN000225632),XDH,MF,1,1 of 23,1.06,4.35,0.06801,0.0836
GO:0007030,Golgi organization,A1L528(Evidence code:IEA/Database source:UniProtKB:P62820|ens),RAB1A,BP,1,1 of 23,1.06,4.35,0.06801,0.0836
GO:0043200,response to amino acid,Q5E9F7(Evidence code:IEA/Database source:UniProtKB:P18760|ens),CFL1,BP,1,1 of 23,1.06,4.35,0.06801,0.0836
GO:0016477,cell migration,A1L528(Evidence code:IEA/Database source:UniProtKB:P62820|ens)P61585(Evidence code:ISS/Database source:UniProtKB:P61586), RAB1A RHOA,BP,2,2 of 143,2.13,1.4,0.06852,0.08412
GO:0006099,tricarboxylic acid cycle,Q9XSG3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0816),IDH1,BP,1,1 of 24,1.06,4.17,0.07074,0.08652
GO:0044853,plasma membrane raft,P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens),EZR,CC,1,1 of 24,1.06,4.17,0.07074,0.08652
GO:0003755,peptidyl-prolyl cis-trans isomerase activity,P62935(Evidence code:IEA/Database source:InterPro:IPR002130|I),PPIA,MF,1,1 of 24,1.06,4.17,0.07074,0.08652
GO:0046889,positive regulation of lipid biosynthetic process,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006),APOE,BP,1,1 of 25,1.06,4,0.07347,0.08962
GO:0031214,biomineral tissue development,P04272(Evidence code:IDA/Database source:),ANXA2,BP,1,1 of 25,1.06,4,0.07347,0.08962
GO:0006915,apoptotic process,P28782(Evidence code:IEA/Database source:UniProtKB-KW:KW-0053)P28783(Evidence code:IEA/Database source:UniProtKB-KW:KW-0053), S100A8 S100A9,BP,2,2 of 151,2.13,1.32,0.07516,0.09157
GO:0032680,regulation of tumor necrosis factor production,P24627(Evidence code:ISS/Database source:UniProtKB:P02788),LTF,BP,1,1 of 26,1.06,3.85,0.07618,0.09257
GO:0030307,positive regulation of cell growth,P00735(Evidence code:IEA/Database source:UniProtKB:P19221|ens),F2,BP,1,1 of 26,1.06,3.85,0.07618,0.09257
GO:0010628,positive regulation of gene expression,P48616(Evidence code:IEA/Database source:UniProtKB:P20152|ens)P17248(Evidence code:IEA/Database source:UniProtKB:P23381|ens)P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens), VIM WARS EZR,BP,3,3 of 331,3.19,0.91,0.07718,0.09367
GO:0051287,NAD binding,Q9XSG3(Evidence code:IEA/Database source:InterPro:IPR019818),IDH1,MF,1,1 of 27,1.06,3.7,0.07889,0.09538
GO:0006814,sodium ion transport,Q27960(Evidence code:IEA/Database source:UniProtKB-KW:KW-0739),SLC34A2,BP,1,1 of 27,1.06,3.7,0.07889,0.09538
GO:0005319,lipid transporter activity,P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens),APOA1,MF,1,1 of 27,1.06,3.7,0.07889,0.09538
GO:0004620,phospholipase activity,P11151(Evidence code:IDA/Database source:),LPL,MF,1,1 of 28,1.06,3.57,0.08158,0.09802
GO:0045069,regulation of viral genome replication,P62935(Evidence code:ISS/Database source:UniProtKB:P62937),PPIA,BP,1,1 of 28,1.06,3.57,0.08158,0.09802
GO:0036064,ciliary basal body,P31976(Evidence code:ISS/Database source:UniProtKB:P26040),EZR,CC,1,1 of 28,1.06,3.57,0.08158,0.09802
